patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.60000,0.93789,0,0,1,0,3,0,3,3,3,3,23,"05/19/2021, 17:37:46",Kathy Howard
2,./mainpage/dataset/test_dir/0-0-patient19503_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.60000,0.98863,0,0,0,0,3,0,3,3,3,3,12,"05/19/2021, 17:38:11",Kathy Howard
3,./mainpage/dataset/test_dir/0-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.10000,0.91168,1,1,1,0,3,0,3,3,3,3,18,"05/19/2021, 17:38:44",Kathy Howard
4,./mainpage/dataset/test_dir/0-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.97335,0,0,0,0,3,0,3,3,3,3,17,"05/19/2021, 17:39:10",Kathy Howard
5,./mainpage/dataset/test_dir/0-1-patient12928_study3_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.10000,0.84800,1,1,0,0,3,0,3,3,3,3,8,"05/19/2021, 17:39:30",Kathy Howard
6,./mainpage/dataset/test_dir/0-0-patient24363_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",71.00000,0.69562,0,0,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:39:44",Kathy Howard
7,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.60000,0.96603,1,1,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:39:57",Kathy Howard
8,./mainpage/dataset/test_dir/0-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.80000,0.89858,1,0,1,0,3,0,3,3,3,3,11,"05/19/2021, 17:40:15",Kathy Howard
9,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.50000,0.87024,0,0,1,0,3,0,3,3,3,3,9,"05/19/2021, 17:40:31",Kathy Howard
10,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",72.90000,0.80471,1,0,0,0,3,0,3,3,3,3,10,"05/19/2021, 17:40:48",Kathy Howard
11,./mainpage/dataset/test_dir/0-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",88.40000,0.93319,1,1,1,0,3,0,3,3,3,3,10,"05/19/2021, 17:41:05",Kathy Howard
12,./mainpage/dataset/test_dir/1-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",94.20000,0.94896,1,1,0,0,3,0,3,3,3,3,13,"05/19/2021, 17:41:28",Kathy Howard
13,./mainpage/dataset/test_dir/0-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",56.50000,0.60840,0,0,1,0,3,0,3,3,3,3,7,"05/19/2021, 17:41:43",Kathy Howard
14,./mainpage/dataset/test_dir/0-1-patient04730_study2_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.74}""","""{\""0\"": 0.05, \""1\"": 0.05}""",67.60000,0.71633,1,1,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:41:57",Kathy Howard
