patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.30000,0.89380,1,1,1,0,2,0,3,3,3,3,19,"05/19/2021, 17:58:30",AQXRHIMQ7UK7O
2,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.50000,0.92630,1,1,0,0,2,0,3,3,3,3,15,"05/19/2021, 17:59:01",AQXRHIMQ7UK7O
3,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",100.00000,0.99331,0,0,0,0,3,1,3,2,2,4,33,"05/19/2021, 18:00:06",AQXRHIMQ7UK7O
4,./mainpage/dataset/test_dir/0-0-patient41742_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.20000,0.95568,0,0,0,0,2,0,3,3,3,3,12,"05/19/2021, 18:00:38",AQXRHIMQ7UK7O
5,./mainpage/dataset/test_dir/0-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",84.40000,0.89841,1,0,1,0,3,0,3,3,3,3,12,"05/19/2021, 18:01:03",AQXRHIMQ7UK7O
6,./mainpage/dataset/test_dir/0-1-patient00314_study27_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",95.50000,0.92956,1,1,1,0,3,1,3,2,2,4,27,"05/19/2021, 18:01:46",AQXRHIMQ7UK7O
7,./mainpage/dataset/test_dir/0-0-patient55443_study3_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",65.30000,0.62985,1,0,0,1,2,0,3,3,3,3,33,"05/19/2021, 18:02:51",AQXRHIMQ7UK7O
8,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.815}""","""{\""0\"": 0.03, \""1\"": 0.03}""",68.20000,0.74533,1,1,0,1,1,0,3,3,3,3,10,"05/19/2021, 18:03:35",AQXRHIMQ7UK7O
9,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",81.40000,0.87904,1,0,1,0,3,1,4,3,2,4,29,"05/19/2021, 18:04:19",AQXRHIMQ7UK7O
10,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",85.40000,0.86196,1,1,0,0,1,0,3,3,3,3,9,"05/19/2021, 18:04:42",AQXRHIMQ7UK7O
11,./mainpage/dataset/test_dir/1-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",50.50000,0.51242,1,0,1,0,3,0,3,3,3,3,14,"05/19/2021, 18:05:11",AQXRHIMQ7UK7O
12,./mainpage/dataset/test_dir/1-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.20000,0.90859,1,1,1,0,3,1,2,2,2,3,46,"05/19/2021, 18:06:11",AQXRHIMQ7UK7O
13,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",79.60000,0.82663,1,1,0,0,2,0,3,3,3,3,17,"05/19/2021, 18:06:41",AQXRHIMQ7UK7O
14,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",94.30000,0.96026,1,1,1,0,4,0,3,3,3,3,9,"05/19/2021, 18:07:04",AQXRHIMQ7UK7O
15,./mainpage/dataset/test_dir/1-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.785}""","""{\""0\"": 0.03, \""1\"": 0.03}""",80.70000,0.78323,1,1,1,0,3,1,2,2,2,4,47,"05/19/2021, 18:08:04",AQXRHIMQ7UK7O
