patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.685}""","""{\""0\"": 0.03, \""1\"": 0.03}""",87.20000,0.84374,1,0,1,0,1,0,3,3,3,3,14,"05/17/2021, 20:31:19",S
2,./mainpage/dataset/test_dir/0-1-patient38308_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.685}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.20000,0.94186,1,1,1,0,1,0,3,3,3,3,5,"05/17/2021, 20:31:39",S
3,./mainpage/dataset/test_dir/0-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.685}""","""{\""0\"": 0.03, \""1\"": 0.03}""",55.70000,0.49915,1,1,0,1,1,1,3,3,3,2,33,"05/17/2021, 20:32:26",S
4,./mainpage/dataset/test_dir/0-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.745}""","""{\""0\"": 0.03, \""1\"": 0.03}""",71.20000,0.73835,0,0,0,1,2,0,3,3,3,3,6,"05/17/2021, 20:32:54",S
5,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.81}""","""{\""0\"": 0.027, \""1\"": 0.03}""",89.90000,0.90188,0,0,0,0,2,0,3,3,3,3,10,"05/17/2021, 20:33:14",S
6,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.81}""","""{\""0\"": 0.027, \""1\"": 0.03}""",100.00000,0.99177,1,1,1,0,2,1,3,3,3,3,28,"05/17/2021, 20:33:53",S
7,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.81}""","""{\""0\"": 0.027, \""1\"": 0.03}""",74.00000,0.74333,0,0,0,1,2,0,3,3,3,3,12,"05/17/2021, 20:34:24",S
8,./mainpage/dataset/test_dir/0-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",84.20000,0.82377,1,1,1,0,3,0,3,3,3,3,14,"05/17/2021, 20:34:48",S
9,./mainpage/dataset/test_dir/0-0-patient49349_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",83.40000,0.83988,1,0,1,0,3,1,3,3,3,3,30,"05/17/2021, 20:35:29",S
10,./mainpage/dataset/test_dir/0-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",100.00000,0.99672,1,1,1,0,1,0,3,3,3,3,5,"05/17/2021, 20:35:46",S
11,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",95.50000,0.96838,1,1,1,0,2,0,3,3,3,3,9,"05/17/2021, 20:36:11",S
11,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",95.50000,0.96838,1,1,1,0,2,0,3,3,3,3,13,"05/17/2021, 20:36:15",S
12,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",74.10000,0.78671,1,1,1,1,2,1,3,3,3,3,29,"05/17/2021, 20:38:23",S
12,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",74.10000,0.78671,1,1,1,0,2,1,3,3,3,3,122,"05/17/2021, 20:38:30",S
12,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",74.10000,0.78671,1,1,1,1,2,1,3,3,3,3,80,"05/17/2021, 20:38:39",S
13,./mainpage/dataset/test_dir/1-1-patient43059_study2_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.027}""",80.80000,0.83182,1,1,1,0,3,0,3,3,3,3,9,"05/17/2021, 20:38:58",S
14,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.77}""","""{\""0\"": 0.0243, \""1\"": 0.027}""",50.00000,0.52386,1,1,0,1,2,0,3,3,3,3,8,"05/17/2021, 20:39:24",S
15,./mainpage/dataset/test_dir/1-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.775}""","""{\""0\"": 0.0243, \""1\"": 0.027}""",66.00000,0.67046,1,0,0,0,3,1,3,3,3,3,28,"05/17/2021, 20:40:03",S
