patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",93.10000,0.96016,1,1,0,0,3,0,3,3,3,3,21,"05/17/2021, 22:59:20",Andy
2,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",72.90000,0.73898,1,1,1,0,3,0,3,3,3,3,8,"05/17/2021, 22:59:43",Andy
3,./mainpage/dataset/test_dir/0-0-patient24363_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",75.70000,0.71330,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 23:00:01",Andy
4,./mainpage/dataset/test_dir/0-0-patient31640_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",67.80000,0.71759,1,0,0,0,3,0,3,3,3,3,24,"05/17/2021, 23:00:32",Andy
5,./mainpage/dataset/test_dir/0-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.00000,0.76184,1,0,1,0,3,0,3,3,3,3,5,"05/17/2021, 23:00:49",Andy
6,./mainpage/dataset/test_dir/0-0-patient55443_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",55.70000,0.53502,0,0,0,0,3,0,3,3,3,3,4,"05/17/2021, 23:01:13",Andy
7,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",54.10000,0.52557,0,1,0,0,3,0,3,3,3,3,14,"05/17/2021, 23:01:33",Andy
8,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.70000,0.98413,0,0,0,0,3,0,3,3,3,3,6,"05/17/2021, 23:02:03",Andy
9,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.60000,0.96169,1,1,1,0,3,0,3,3,3,3,6,"05/17/2021, 23:02:17",Andy
10,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.00000,0.80434,1,0,0,0,3,0,3,3,3,3,14,"05/17/2021, 23:02:41",Andy
