patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",69.60000,0.72293,1,1,1,0,4,0,3,3,3,3,22,"05/11/2021, 22:30:18",David
2,./mainpage/dataset/test_dir/0-0-patient41742_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",94.30000,0.94726,0,0,0,0,3,0,3,3,3,3,5,"05/11/2021, 22:30:32",David
3,./mainpage/dataset/test_dir/0-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.60000,0.95249,0,0,0,0,4,1,2,2,4,4,43,"05/11/2021, 22:31:20",David
4,./mainpage/dataset/test_dir/0-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.80000,0.93018,1,1,1,0,3,0,3,3,3,3,9,"05/11/2021, 22:31:35",David
5,./mainpage/dataset/test_dir/0-0-patient00216_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",89.40000,0.87271,0,0,0,0,3,0,3,3,3,3,8,"05/11/2021, 22:31:50",David
6,./mainpage/dataset/test_dir/0-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",95.00000,0.93246,0,0,0,0,3,1,2,2,4,5,16,"05/11/2021, 22:32:12",David
7,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",75.50000,0.74765,0,0,0,0,4,0,3,3,3,3,15,"05/11/2021, 22:32:34",David
8,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",86.40000,0.89813,0,0,0,0,4,0,3,3,3,3,4,"05/11/2021, 22:32:44",David
9,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",85.80000,0.82452,0,1,0,0,4,1,2,2,4,5,14,"05/11/2021, 22:33:04",David
10,./mainpage/dataset/test_dir/0-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.80000,0.93522,1,1,1,0,3,0,3,3,3,3,5,"05/11/2021, 22:33:18",David
11,./mainpage/dataset/test_dir/1-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",57.60000,0.63178,1,1,1,0,2,0,3,3,3,3,6,"05/11/2021, 22:33:35",David
12,./mainpage/dataset/test_dir/0-0-patient49510_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",84.90000,0.87023,1,0,1,0,3,1,2,2,4,5,13,"05/11/2021, 22:33:55",David
13,./mainpage/dataset/test_dir/0-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",86.20000,0.82280,1,0,1,0,3,0,3,3,3,3,6,"05/11/2021, 22:34:09",David
14,./mainpage/dataset/test_dir/0-1-patient35617_study5_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",87.20000,0.87670,1,1,1,0,3,0,3,3,3,3,6,"05/11/2021, 22:34:21",David
15,./mainpage/dataset/test_dir/1-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",52.80000,0.51962,1,0,1,0,2,1,2,3,3,4,15,"05/11/2021, 22:34:42",David
16,./mainpage/dataset/test_dir/1-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",86.10000,0.84577,1,1,1,0,3,0,3,3,3,3,5,"05/11/2021, 22:34:55",David
17,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",100.00000,0.94986,1,1,1,0,4,0,3,3,3,3,7,"05/11/2021, 22:35:10",David
18,./mainpage/dataset/test_dir/0-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.10000,0.87551,1,0,1,0,3,1,2,1,4,4,18,"05/11/2021, 22:35:36",David
19,./mainpage/dataset/test_dir/1-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",50.00000,0.53430,0,0,0,0,1,0,3,3,3,3,6,"05/11/2021, 22:35:50",David
20,./mainpage/dataset/test_dir/1-1-patient20707_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",99.90000,0.95517,1,1,1,0,3,0,3,3,3,3,5,"05/11/2021, 22:36:01",David
21,./mainpage/dataset/test_dir/1-1-patient12928_study3_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",79.40000,0.83344,1,1,1,0,3,1,2,1,4,4,16,"05/11/2021, 22:36:25",David
22,./mainpage/dataset/test_dir/1-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",59.60000,0.57168,1,0,0,0,2,0,3,3,3,3,10,"05/11/2021, 22:36:46",David
23,./mainpage/dataset/test_dir/1-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",54.30000,0.51335,0,0,0,0,2,0,3,3,3,3,5,"05/11/2021, 22:36:59",David
24,./mainpage/dataset/test_dir/1-1-patient52565_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.40000,0.87590,1,1,1,0,3,1,2,1,4,4,13,"05/11/2021, 22:37:18",David
25,./mainpage/dataset/test_dir/1-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",65.20000,0.69219,1,1,0,0,2,0,3,3,3,3,7,"05/11/2021, 22:37:32",David
26,./mainpage/dataset/test_dir/1-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.00000,0.80812,1,0,1,0,4,0,3,3,3,3,7,"05/11/2021, 22:37:46",David
27,./mainpage/dataset/test_dir/1-0-patient24363_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.70000,0.92681,1,0,1,0,3,1,2,1,4,4,12,"05/11/2021, 22:38:03",David
28,./mainpage/dataset/test_dir/1-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.90000,0.93678,1,1,1,0,3,0,3,3,3,3,4,"05/11/2021, 22:38:14",David
29,./mainpage/dataset/test_dir/1-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",99.70000,0.95063,1,1,1,0,3,0,3,3,3,3,7,"05/11/2021, 22:38:27",David
30,./mainpage/dataset/test_dir/1-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.75}""","""{\""0\"": 0.03, \""1\"": 0.03}""",72.80000,0.73048,1,0,1,0,3,1,2,1,4,4,12,"05/11/2021, 22:38:45",David
