patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.60000,0.81444,1,1,1,1,3,0,3,3,3,3,43,"05/12/2021, 20:15:56",Grant
1,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.60000,0.81444,1,1,1,1,3,0,3,3,3,3,115,"05/12/2021, 20:17:05",Grant
1,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.60000,0.81444,1,1,1,1,3,0,3,3,3,3,142,"05/12/2021, 20:17:11",Grant
2,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.695}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",62.10000,0.63134,0,0,1,1,2,0,3,3,3,3,26,"05/12/2021, 20:18:12",Grant
2,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.695}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",62.10000,0.63134,0,0,1,1,2,0,3,3,3,3,49,"05/12/2021, 20:18:13",Grant
3,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.75, \""1\"": 0.705}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",97.40000,0.96118,1,1,1,1,3,1,4,2,2,4,41,"05/12/2021, 20:19:31",Grant
3,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.75, \""1\"": 0.705}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",97.40000,0.96118,1,1,1,1,3,1,4,2,2,4,89,"05/12/2021, 20:19:54",Grant
4,./mainpage/dataset/test_dir/0-0-patient31640_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.73}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",65.40000,0.62401,1,0,,,3,0,3,3,3,3,45,"05/12/2021, 20:20:53",Grant
4,./mainpage/dataset/test_dir/0-0-patient31640_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.73}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",65.40000,0.62401,1,0,1,1,3,0,3,3,3,3,22,"05/12/2021, 20:20:56",Grant
5,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.755, \""1\"": 0.7}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",66.10000,0.65190,1,1,1,1,3,0,3,3,3,3,22,"05/12/2021, 20:22:01",Grant
