patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.30000,0.59654,0,0,0,0,3,0,3,3,3,3,16,"05/18/2021, 01:23:04",Tom
2,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",59.10000,0.51489,1,0,0,0,3,0,3,3,3,3,8,"05/18/2021, 01:23:19",Tom
3,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",76.80000,0.84471,1,1,1,0,3,0,3,3,3,3,8,"05/18/2021, 01:24:30",Tom
4,./mainpage/dataset/test_dir/0-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.30000,0.92225,1,1,1,0,3,0,3,3,3,3,6,"05/18/2021, 01:24:45",Tom
5,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.30000,0.92570,1,1,0,0,3,0,3,3,3,3,8,"05/18/2021, 01:25:00",Tom
6,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.40000,0.96437,1,1,0,0,3,0,3,3,3,3,8,"05/18/2021, 01:25:16",Tom
7,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.50000,0.97131,1,1,1,0,3,0,3,3,3,3,10,"05/18/2021, 01:25:33",Tom
8,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.90000,0.81367,0,0,0,0,3,0,3,3,3,3,6,"05/18/2021, 01:25:47",Tom
9,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",71.20000,0.82580,1,0,1,0,3,0,3,3,3,3,12,"05/18/2021, 01:26:05",Tom
10,./mainpage/dataset/test_dir/0-1-patient31413_study4_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.73}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.90000,0.86380,1,1,1,0,3,0,3,3,3,3,5,"05/18/2021, 01:26:17",Tom
