patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.68}""","""{\""0\"": 0.03, \""1\"": 0.03}""",65.40000,0.63148,1,0,0,1,2,0,3,3,3,3,25,"05/19/2021, 17:07:42",David
2,./mainpage/dataset/test_dir/0-1-patient20707_study4_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",100.00000,0.98993,1,1,1,0,2,0,3,3,3,3,9,"05/19/2021, 17:08:11",David
3,./mainpage/dataset/test_dir/0-0-patient26023_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.10000,0.92919,0,0,0,0,3,1,3,2,4,3,25,"05/19/2021, 17:08:48",David
4,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",53.10000,0.54039,1,0,0,0,2,0,3,3,3,3,15,"05/19/2021, 17:09:16",David
5,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",100.00000,0.99550,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:09:37",David
6,./mainpage/dataset/test_dir/0-1-patient00314_study27_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.90000,0.95500,1,1,1,0,3,1,3,3,5,4,17,"05/19/2021, 17:10:09",David
7,./mainpage/dataset/test_dir/0-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",74.50000,0.80284,1,1,0,0,2,0,3,3,3,3,7,"05/19/2021, 17:10:29",David
8,./mainpage/dataset/test_dir/0-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",74.60000,0.78525,0,0,0,1,2,0,3,3,3,3,11,"05/19/2021, 17:11:23",David
9,./mainpage/dataset/test_dir/0-1-patient61887_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",96.20000,0.98283,1,1,1,0,3,1,4,3,4,4,13,"05/19/2021, 17:11:52",David
10,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",78.00000,0.79122,1,0,1,0,4,0,3,3,3,3,8,"05/19/2021, 17:12:30",David
11,./mainpage/dataset/test_dir/0-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",83.70000,0.86469,0,0,0,0,3,0,3,3,3,3,8,"05/19/2021, 17:12:55",David
12,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",94.90000,0.92364,1,1,1,0,3,1,4,4,4,3,21,"05/19/2021, 17:13:28",David
13,./mainpage/dataset/test_dir/1-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",76.30000,0.71272,1,0,0,1,2,0,3,3,3,3,11,"05/19/2021, 17:14:12",David
14,./mainpage/dataset/test_dir/0-0-patient51560_study4_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",60.30000,0.58403,0,0,0,0,3,0,3,3,3,3,8,"05/19/2021, 17:14:35",David
15,./mainpage/dataset/test_dir/0-0-patient58610_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.76}""","""{\""0\"": 0.027, \""1\"": 0.03}""",69.10000,0.62483,0,0,0,0,3,1,3,2,4,3,23,"05/19/2021, 17:15:12",David
