patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.70000,0.86473,1,0,1,0,3,0,3,3,3,3,18,"05/19/2021, 17:38:51",mitch
2,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.60000,0.79784,1,0,1,0,3,0,3,3,3,3,8,"05/19/2021, 17:39:09",mitch
3,./mainpage/dataset/test_dir/0-0-patient20943_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.80000,0.96318,0,0,0,0,3,0,3,3,3,3,7,"05/19/2021, 17:39:23",mitch
4,./mainpage/dataset/test_dir/0-0-patient16791_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.20000,0.94404,0,0,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:39:37",mitch
5,./mainpage/dataset/test_dir/0-0-patient25520_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.50000,0.80217,0,0,0,0,3,0,3,3,3,3,5,"05/19/2021, 17:39:51",mitch
6,./mainpage/dataset/test_dir/0-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.70000,0.98309,1,1,0,0,3,0,3,3,3,3,10,"05/19/2021, 17:40:07",mitch
7,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.20000,0.97630,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:40:22",mitch
8,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",58.40000,0.68813,0,0,0,0,3,0,3,3,3,3,5,"05/19/2021, 17:40:36",mitch
9,./mainpage/dataset/test_dir/0-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.60000,0.91551,0,0,1,0,3,0,3,3,3,3,7,"05/19/2021, 17:40:50",mitch
10,./mainpage/dataset/test_dir/0-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.20000,0.96964,0,0,0,0,3,0,3,3,3,3,5,"05/19/2021, 17:41:03",mitch
11,./mainpage/dataset/test_dir/0-1-patient48944_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.20000,0.91807,1,1,0,0,3,0,3,3,3,3,7,"05/19/2021, 17:41:18",mitch
12,./mainpage/dataset/test_dir/1-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.80000,0.91853,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:41:35",mitch
13,./mainpage/dataset/test_dir/0-1-patient61887_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.50000,0.97667,1,1,1,0,3,0,3,3,3,3,4,"05/19/2021, 17:41:49",mitch
14,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.20000,0.70205,1,1,0,0,3,0,3,3,3,3,5,"05/19/2021, 17:42:04",mitch
15,./mainpage/dataset/test_dir/1-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.30000,0.78681,1,0,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:42:17",mitch
16,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.50000,0.89825,0,0,1,0,3,0,3,3,3,3,8,"05/19/2021, 17:42:34",mitch
17,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",79.30000,0.83589,1,1,0,0,3,0,3,3,3,3,7,"05/19/2021, 17:42:48",mitch
18,./mainpage/dataset/test_dir/1-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",79.50000,0.78320,1,0,0,0,3,0,3,3,3,3,5,"05/19/2021, 17:43:02",mitch
19,./mainpage/dataset/test_dir/1-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",94.80000,0.93763,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:43:15",mitch
20,./mainpage/dataset/test_dir/1-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.50000,0.75893,1,0,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:43:29",mitch
21,./mainpage/dataset/test_dir/1-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",75.10000,0.76323,1,1,0,0,3,0,3,3,3,3,7,"05/19/2021, 17:43:43",mitch
22,./mainpage/dataset/test_dir/1-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",63.60000,0.61913,1,0,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:43:59",mitch
23,./mainpage/dataset/test_dir/1-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",93.80000,0.93529,1,1,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:44:13",mitch
24,./mainpage/dataset/test_dir/1-0-patient58610_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",51.10000,0.60686,1,0,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:44:28",mitch
25,./mainpage/dataset/test_dir/1-1-patient00314_study27_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.50000,0.91971,1,1,1,0,3,0,3,3,3,3,7,"05/19/2021, 17:44:41",mitch
26,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.50000,0.76137,0,0,0,0,3,0,3,3,3,3,6,"05/19/2021, 17:44:55",mitch
27,./mainpage/dataset/test_dir/1-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",73.10000,0.80913,1,1,1,0,3,0,3,3,3,3,6,"05/19/2021, 17:45:13",mitch
28,./mainpage/dataset/test_dir/1-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",69.00000,0.76796,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:45:34",mitch
29,./mainpage/dataset/test_dir/1-1-patient07711_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.40000,0.90807,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:45:49",mitch
30,./mainpage/dataset/test_dir/1-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.705}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.40000,0.96475,1,1,1,0,3,0,3,3,3,3,5,"05/19/2021, 17:46:02",mitch
