patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.765, \""1\"": 0.735}""","""{\""0\"": 0.03, \""1\"": 0.03}""",89.80000,0.86555,1,1,1,1,3,0,3,3,3,3,13,"05/12/2021, 17:57:26",Jessica
2,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.027, \""1\"": 0.03}""",86.40000,0.84862,0,0,0,0,3,0,3,3,3,3,9,"05/12/2021, 17:57:47",Jessica
3,./mainpage/dataset/test_dir/0-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.027, \""1\"": 0.03}""",75.20000,0.78383,1,1,1,1,3,1,3,2,2,4,21,"05/12/2021, 17:58:30",Jessica
4,./mainpage/dataset/test_dir/0-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",74.80000,0.77518,1,1,1,0,5,0,3,3,3,3,13,"05/12/2021, 18:00:17",Jessica
5,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",85.90000,0.88199,1,1,1,0,4,0,3,3,3,3,7,"05/12/2021, 18:00:46",Jessica
6,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",81.80000,0.88142,1,1,1,0,3,1,3,2,2,4,13,"05/12/2021, 18:01:10",Jessica
7,./mainpage/dataset/test_dir/0-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",66.40000,0.72758,1,1,1,0,5,0,3,3,3,3,11,"05/12/2021, 18:01:34",Jessica
8,./mainpage/dataset/test_dir/0-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",94.00000,0.90391,0,0,0,0,4,0,3,3,3,3,7,"05/12/2021, 18:01:54",Jessica
9,./mainpage/dataset/test_dir/0-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",100.00000,0.99582,0,0,0,0,4,1,3,2,2,5,20,"05/12/2021, 18:02:25",Jessica
10,./mainpage/dataset/test_dir/0-1-patient38308_study4_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.69}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",94.30000,0.92619,1,1,1,0,4,0,3,3,3,3,5,"05/12/2021, 18:02:55",Jessica
