patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.745}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.00000,0.95761,1,1,1,1,3,0,3,3,3,3,20,"05/23/2021, 22:05:44",Dee
2,./mainpage/dataset/test_dir/0-1-patient35707_study8_view2_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",93.90000,0.97235,1,1,1,1,3,0,3,3,3,3,10,"05/23/2021, 22:06:25",Dee
3,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.695}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",88.90000,0.87722,0,0,0,1,3,1,4,2,2,4,57,"05/23/2021, 22:07:52",Dee
4,./mainpage/dataset/test_dir/0-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.75}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",50.00000,0.49331,1,0,0,1,2,0,3,3,3,3,20,"05/23/2021, 22:08:42",Dee
5,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.72}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",96.20000,0.95567,1,0,1,1,3,0,3,3,3,3,26,"05/23/2021, 22:09:41",Dee
6,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.765}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",78.80000,0.79354,0,0,1,0,1,1,2,2,2,3,71,"05/23/2021, 22:11:08",Dee
7,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.765}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",95.20000,0.93391,1,1,1,1,3,0,3,3,3,3,9,"05/23/2021, 22:11:51",Dee
8,./mainpage/dataset/test_dir/0-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.74}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",93.80000,0.93439,1,1,1,1,4,0,3,3,3,3,10,"05/23/2021, 22:12:29",Dee
9,./mainpage/dataset/test_dir/0-0-patient31640_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.03}""",61.40000,0.64742,0,0,0,0,4,1,4,2,3,3,67,"05/23/2021, 22:13:49",Dee
10,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.03}""",72.50000,0.75054,0,0,0,1,3,0,3,3,3,3,11,"05/23/2021, 22:14:30",Dee
11,./mainpage/dataset/test_dir/0-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.81}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.03}""",80.70000,0.80207,1,1,1,1,3,0,3,3,3,3,7,"05/23/2021, 22:15:07",Dee
12,./mainpage/dataset/test_dir/1-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.76}""","""{\""0\"": 0.015066352350000003, \""1\"": 0.03}""",72.20000,0.72731,0,0,0,1,3,1,3,2,3,2,85,"05/23/2021, 22:17:02",Dee
13,./mainpage/dataset/test_dir/0-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.735}""","""{\""0\"": 0.015066352350000003, \""1\"": 0.027}""",86.40000,0.84898,0,0,0,1,3,0,3,3,3,3,29,"05/23/2021, 22:18:03",Dee
14,./mainpage/dataset/test_dir/0-1-patient38308_study4_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.81}""","""{\""0\"": 0.013559717115000003, \""1\"": 0.027}""",100.00000,0.98138,1,1,1,1,3,0,3,3,3,3,10,"05/23/2021, 22:18:43",Dee
15,./mainpage/dataset/test_dir/0-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.765}""","""{\""0\"": 0.012203745403500003, \""1\"": 0.027}""",99.60000,0.98535,1,1,1,1,3,1,4,3,3,4,34,"05/23/2021, 22:19:47",Dee
16,./mainpage/dataset/test_dir/1-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.775}""","""{\""0\"": 0.010983370863150002, \""1\"": 0.027}""",65.60000,0.67929,1,1,1,1,3,0,3,3,3,3,8,"05/23/2021, 22:20:25",Dee
