patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",84.10000,0.85988,1,1,1,0,3,0,3,3,3,3,15,"05/12/2021, 18:56:45",Brittny
2,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",54.40000,0.52960,1,1,0,0,1,0,3,3,3,3,11,"05/12/2021, 18:57:10",Brittny
3,./mainpage/dataset/test_dir/0-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",94.20000,0.97098,0,0,0,0,3,1,4,4,3,4,52,"05/12/2021, 18:58:15",Brittny
4,./mainpage/dataset/test_dir/0-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",84.50000,0.82955,1,0,1,0,3,0,3,3,3,3,7,"05/12/2021, 18:58:34",Brittny
5,./mainpage/dataset/test_dir/0-1-patient52565_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.00000,0.91616,1,1,1,0,3,0,3,3,3,3,6,"05/12/2021, 18:58:53",Brittny
6,./mainpage/dataset/test_dir/0-0-patient49349_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.79}""","""{\""0\"": 0.03, \""1\"": 0.03}""",65.60000,0.71603,1,0,0,1,4,1,3,4,3,4,40,"05/12/2021, 18:59:57",Brittny
7,./mainpage/dataset/test_dir/0-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.40000,0.84169,1,1,1,0,3,0,3,3,3,3,8,"05/12/2021, 19:00:18",Brittny
8,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.80000,0.86447,0,0,0,0,3,0,3,3,3,3,27,"05/12/2021, 19:00:57",Brittny
9,./mainpage/dataset/test_dir/0-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",61.30000,0.66099,0,1,0,0,3,1,4,4,4,4,18,"05/12/2021, 19:01:26",Brittny
10,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",81.20000,0.76682,1,1,1,0,3,0,3,3,3,3,11,"05/12/2021, 19:02:24",Brittny
11,./mainpage/dataset/test_dir/0-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",89.70000,0.89338,0,1,0,0,3,0,3,3,3,3,8,"05/12/2021, 19:02:48",Brittny
12,./mainpage/dataset/test_dir/0-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",77.80000,0.81161,1,1,1,1,3,1,4,4,4,4,16,"05/12/2021, 19:03:37",Brittny
12,./mainpage/dataset/test_dir/0-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.765}""","""{\""0\"": 0.03, \""1\"": 0.03}""",77.80000,0.81161,1,1,1,1,3,1,4,4,4,4,31,"05/12/2021, 19:03:49",Brittny
13,./mainpage/dataset/test_dir/0-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.027, \""1\"": 0.03}""",95.90000,0.96289,1,1,1,0,3,0,3,3,3,3,11,"05/12/2021, 19:04:12",Brittny
14,./mainpage/dataset/test_dir/1-1-patient48944_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.027, \""1\"": 0.03}""",77.80000,0.77535,1,1,1,1,3,0,3,3,3,3,24,"05/12/2021, 19:05:01",Brittny
15,./mainpage/dataset/test_dir/1-0-patient20943_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.027, \""1\"": 0.027}""",55.70000,0.56324,0,0,0,0,3,1,4,4,4,4,14,"05/12/2021, 19:05:28",Brittny
16,./mainpage/dataset/test_dir/1-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.027, \""1\"": 0.027}""",50.00000,0.50640,1,0,0,1,1,0,3,3,3,3,8,"05/12/2021, 19:06:00",Brittny
17,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.755}""","""{\""0\"": 0.027, \""1\"": 0.027}""",94.80000,0.92679,1,1,1,0,5,0,3,3,3,3,13,"05/12/2021, 19:06:26",Brittny
18,./mainpage/dataset/test_dir/0-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.755}""","""{\""0\"": 0.027, \""1\"": 0.027}""",71.30000,0.69204,1,0,1,1,3,1,4,4,4,4,23,"05/12/2021, 19:07:12",Brittny
19,./mainpage/dataset/test_dir/1-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.735}""","""{\""0\"": 0.02835, \""1\"": 0.027}""",81.10000,0.86830,0,0,0,0,3,0,3,3,3,3,15,"05/12/2021, 19:07:39",Brittny
20,./mainpage/dataset/test_dir/1-0-patient22522_study6_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.735}""","""{\""0\"": 0.02835, \""1\"": 0.027}""",63.40000,0.60028,1,0,1,1,3,0,3,3,3,3,8,"05/12/2021, 19:08:12",Brittny
21,./mainpage/dataset/test_dir/1-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.02835}""",95.80000,0.88915,0,0,0,0,3,1,4,4,4,4,13,"05/12/2021, 19:08:36",Brittny
22,./mainpage/dataset/test_dir/1-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.02835}""",87.40000,0.85477,1,1,1,0,3,0,3,3,3,3,6,"05/12/2021, 19:08:53",Brittny
23,./mainpage/dataset/test_dir/1-1-patient43059_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.02835}""",86.40000,0.88942,1,1,1,0,3,0,3,3,3,3,7,"05/12/2021, 19:09:12",Brittny
24,./mainpage/dataset/test_dir/1-0-patient08294_study13_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.02835}""",65.70000,0.63470,0,0,0,1,3,1,4,4,4,4,17,"05/12/2021, 19:09:55",Brittny
25,./mainpage/dataset/test_dir/1-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.735}""","""{\""0\"": 0.02835, \""1\"": 0.025515}""",72.80000,0.69680,1,1,1,1,3,0,3,3,3,3,6,"05/12/2021, 19:10:41",Brittny
26,./mainpage/dataset/test_dir/1-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.75}""","""{\""0\"": 0.02835, \""1\"": 0.0229635}""",72.30000,0.71552,1,1,1,1,4,0,3,3,3,3,6,"05/12/2021, 19:11:16",Brittny
27,./mainpage/dataset/test_dir/1-0-patient55443_study3_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.020667150000000002}""",79.20000,0.78769,1,0,1,0,4,1,4,4,4,4,14,"05/12/2021, 19:11:45",Brittny
28,./mainpage/dataset/test_dir/1-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.020667150000000002}""",83.90000,0.83728,1,0,1,0,4,0,3,3,3,3,10,"05/12/2021, 19:12:11",Brittny
29,./mainpage/dataset/test_dir/1-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.020667150000000002}""",95.60000,0.94678,1,0,1,0,4,0,3,3,3,3,6,"05/12/2021, 19:12:29",Brittny
30,./mainpage/dataset/test_dir/1-0-patient48424_study1_view1_frontal.jpg,"""{\""0\"": 0.86, \""1\"": 0.765}""","""{\""0\"": 0.02835, \""1\"": 0.020667150000000002}""",70.90000,0.69347,0,0,0,1,3,1,4,4,4,4,14,"05/12/2021, 19:13:13",Brittny
