patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",62.80000,0.61442,0,0,0,0,3,0,3,3,3,3,30,"05/23/2021, 21:12:59",Tim
2,./mainpage/dataset/test_dir/0-1-patient35617_study5_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.30000,0.92551,1,1,1,0,3,0,3,3,3,3,7,"05/23/2021, 21:13:27",Tim
3,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",75.70000,0.77558,1,1,1,0,4,1,3,3,3,4,46,"05/23/2021, 21:14:27",Tim
4,./mainpage/dataset/test_dir/0-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",94.70000,0.95276,1,0,1,0,3,0,3,3,3,3,13,"05/23/2021, 21:14:58",Tim
5,./mainpage/dataset/test_dir/0-1-patient52565_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.30000,0.88646,1,1,1,0,3,0,3,3,3,3,7,"05/23/2021, 21:15:20",Tim
6,./mainpage/dataset/test_dir/0-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.10000,0.92169,1,1,0,0,2,1,4,3,3,4,49,"05/23/2021, 21:16:20",Tim
7,./mainpage/dataset/test_dir/0-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.90000,0.93754,1,1,1,0,3,0,3,3,3,3,10,"05/23/2021, 21:16:59",Tim
8,./mainpage/dataset/test_dir/0-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.90000,0.96144,0,0,0,0,3,0,3,3,3,3,14,"05/23/2021, 21:17:35",Tim
9,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.00000,0.88929,1,1,1,0,3,1,4,4,3,4,34,"05/23/2021, 21:18:38",Tim
10,./mainpage/dataset/test_dir/0-1-patient37803_study10_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",95.20000,0.96526,1,1,0,0,2,0,3,3,3,3,13,"05/23/2021, 21:19:13",Tim
11,./mainpage/dataset/test_dir/0-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",52.70000,0.52737,0,0,1,0,3,0,3,3,3,3,12,"05/23/2021, 21:19:53",Tim
12,./mainpage/dataset/test_dir/1-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",50.30000,0.51728,1,0,0,0,2,1,3,3,4,4,26,"05/23/2021, 21:20:37",Tim
13,./mainpage/dataset/test_dir/0-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",89.70000,0.92534,1,1,1,0,3,0,3,3,3,3,7,"05/23/2021, 21:21:06",Tim
14,./mainpage/dataset/test_dir/1-1-patient04730_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",87.90000,0.84870,1,1,1,0,3,0,3,3,3,3,6,"05/23/2021, 21:21:25",Tim
15,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",76.70000,0.77897,1,1,1,0,4,1,3,3,3,4,49,"05/23/2021, 21:22:24",Tim
16,./mainpage/dataset/test_dir/0-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.00000,0.92443,1,0,1,0,4,0,3,3,3,3,7,"05/23/2021, 21:22:51",Tim
17,./mainpage/dataset/test_dir/1-0-patient08294_study13_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",54.30000,0.56028,1,0,0,0,2,0,3,3,3,3,9,"05/23/2021, 21:23:19",Tim
18,./mainpage/dataset/test_dir/1-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.90000,0.83880,1,0,1,0,4,1,3,3,2,4,34,"05/23/2021, 21:24:14",Tim
19,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",100.00000,0.99166,0,0,0,0,4,0,3,3,3,3,7,"05/23/2021, 21:24:37",Tim
20,./mainpage/dataset/test_dir/1-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.70000,0.88098,1,0,1,0,4,0,3,3,3,3,9,"05/23/2021, 21:24:56",Tim
21,./mainpage/dataset/test_dir/1-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.50000,0.84121,1,0,1,0,3,1,3,3,2,4,34,"05/23/2021, 21:25:44",Tim
22,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.90000,0.88776,0,0,0,0,4,0,3,3,3,3,7,"05/23/2021, 21:26:07",Tim
23,./mainpage/dataset/test_dir/1-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",87.60000,0.89637,1,1,1,0,3,0,3,3,3,3,20,"05/23/2021, 21:26:35",Tim
24,./mainpage/dataset/test_dir/1-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.50000,0.92642,1,1,0,0,2,1,3,3,3,3,31,"05/23/2021, 21:27:14",Tim
25,./mainpage/dataset/test_dir/1-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",57.40000,0.56268,1,0,0,0,2,0,3,3,3,3,8,"05/23/2021, 21:27:35",Tim
26,./mainpage/dataset/test_dir/1-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",65.60000,0.61821,0,0,0,0,4,0,3,3,3,3,9,"05/23/2021, 21:27:57",Tim
27,./mainpage/dataset/test_dir/1-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",56.60000,0.54711,1,0,0,0,2,1,3,3,3,3,18,"05/23/2021, 21:28:24",Tim
28,./mainpage/dataset/test_dir/1-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",76.30000,0.78594,1,1,1,0,4,0,3,3,3,3,10,"05/23/2021, 21:28:48",Tim
29,./mainpage/dataset/test_dir/1-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",85.20000,0.88558,1,0,1,0,4,0,3,3,3,3,15,"05/23/2021, 21:29:13",Tim
30,./mainpage/dataset/test_dir/1-0-patient19503_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",72.20000,0.70954,0,0,0,0,4,1,4,4,2,4,28,"05/23/2021, 21:29:51",Tim
