patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient33763_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.30000,0.54746,1,0,0,0,3,0,3,3,3,3,59,"05/12/2021, 00:24:07",Annie
2,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.50000,0.84955,0,1,1,0,1,0,3,3,3,3,23,"05/12/2021, 00:24:46",Annie
3,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.70000,0.93292,1,1,1,0,3,1,2,2,4,4,48,"05/12/2021, 00:25:50",Annie
5,./mainpage/dataset/test_dir/0-0-patient51560_study4_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.50538,1,0,0,0,2,0,3,3,3,3,23,"05/12/2021, 00:26:29",Annie
6,./mainpage/dataset/test_dir/0-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.98687,0,0,0,0,3,1,2,2,4,4,79,"05/12/2021, 00:28:01",Annie
7,./mainpage/dataset/test_dir/0-1-patient26792_study9_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.80000,0.97713,1,1,1,0,3,0,3,3,3,3,16,"05/12/2021, 00:28:27",Annie
8,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.20000,0.90226,1,0,1,0,3,0,3,3,3,3,14,"05/12/2021, 00:28:48",Annie
9,./mainpage/dataset/test_dir/0-0-patient00216_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.80000,0.98080,0,0,0,0,3,1,3,2,3,4,32,"05/12/2021, 00:29:33",Annie
10,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.40000,0.80166,1,0,0,0,2,0,3,3,3,3,11,"05/12/2021, 00:29:54",Annie
11,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.80000,0.96544,0,0,0,0,3,0,3,3,3,3,15,"05/12/2021, 00:30:17",Annie
12,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.80000,0.96586,1,1,0,0,2,1,2,2,3,3,34,"05/12/2021, 00:30:58",Annie
13,./mainpage/dataset/test_dir/0-1-patient07711_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.40000,0.89908,1,1,1,0,3,0,3,3,3,3,8,"05/12/2021, 00:31:15",Annie
14,./mainpage/dataset/test_dir/1-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.50000,0.92667,1,1,0,0,2,0,3,3,3,3,8,"05/12/2021, 00:31:31",Annie
15,./mainpage/dataset/test_dir/0-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",81.20000,0.83173,1,1,1,0,3,1,2,2,3,3,36,"05/12/2021, 00:32:15",Annie
16,./mainpage/dataset/test_dir/1-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.20000,0.79856,1,0,1,0,3,0,3,3,3,3,13,"05/12/2021, 00:32:37",Annie
17,./mainpage/dataset/test_dir/1-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.90000,0.93269,1,1,1,0,3,0,3,3,3,3,7,"05/12/2021, 00:32:50",Annie
18,./mainpage/dataset/test_dir/0-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.90000,0.74608,0,0,0,0,3,1,3,3,3,4,31,"05/12/2021, 00:33:29",Annie
19,./mainpage/dataset/test_dir/1-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.50000,0.75908,1,1,1,0,3,0,3,3,3,3,11,"05/12/2021, 00:33:48",Annie
20,./mainpage/dataset/test_dir/1-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.94315,1,1,1,0,3,0,3,3,3,3,7,"05/12/2021, 00:34:05",Annie
21,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.90000,0.88487,1,1,1,0,3,1,4,2,3,4,27,"05/12/2021, 00:34:40",Annie
22,./mainpage/dataset/test_dir/1-0-patient58610_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.00000,0.77952,1,0,1,0,4,0,3,3,3,3,15,"05/12/2021, 00:35:02",Annie
23,./mainpage/dataset/test_dir/1-1-patient48944_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.60000,0.88220,1,1,1,0,3,0,3,3,3,3,8,"05/12/2021, 00:35:17",Annie
