patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.53642,0,0,0,0,3,0,3,3,3,3,18,"05/12/2021, 17:52:25",Richard
2,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.30000,0.98002,1,1,1,0,3,0,3,3,3,3,3,"05/12/2021, 17:52:34",Richard
3,./mainpage/dataset/test_dir/0-1-patient53848_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.70000,0.95897,1,1,0,0,3,0,3,3,3,3,9,"05/12/2021, 17:52:47",Richard
4,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.51670,1,0,0,0,3,0,3,3,3,3,4,"05/12/2021, 17:52:55",Richard
5,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.20000,0.93496,0,0,0,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:03",Richard
6,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.50000,0.89738,1,1,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:11",Richard
7,./mainpage/dataset/test_dir/0-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",72.70000,0.70272,1,1,1,0,3,0,3,3,3,3,3,"05/12/2021, 17:53:19",Richard
8,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.80000,0.83412,0,1,0,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:27",Richard
9,./mainpage/dataset/test_dir/0-1-patient07711_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.90000,0.86866,1,1,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:36",Richard
10,./mainpage/dataset/test_dir/0-0-patient22522_study6_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",58.20000,0.53189,1,0,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:44",Richard
11,./mainpage/dataset/test_dir/1-1-patient04730_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.00000,0.85700,1,1,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:53:53",Richard
12,./mainpage/dataset/test_dir/1-0-patient62635_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",94.90000,0.85731,1,0,1,0,3,0,3,3,3,3,5,"05/12/2021, 17:54:02",Richard
13,./mainpage/dataset/test_dir/0-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.50000,0.93444,1,1,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:54:11",Richard
14,./mainpage/dataset/test_dir/1-0-patient33763_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.80000,0.89467,1,0,1,0,3,0,3,3,3,3,3,"05/12/2021, 17:54:17",Richard
15,./mainpage/dataset/test_dir/0-0-patient48424_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.80000,0.86059,0,0,0,0,3,0,3,3,3,3,3,"05/12/2021, 17:54:25",Richard
16,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.99042,0,0,0,0,3,0,3,3,3,3,3,"05/12/2021, 17:54:31",Richard
17,./mainpage/dataset/test_dir/1-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.80000,0.89743,1,1,1,0,3,0,3,3,3,3,3,"05/12/2021, 17:54:38",Richard
18,./mainpage/dataset/test_dir/0-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.00000,0.80158,0,0,0,0,3,0,3,3,3,3,3,"05/12/2021, 17:54:45",Richard
19,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",54.60000,0.51685,1,0,1,0,3,0,3,3,3,3,4,"05/12/2021, 17:54:54",Richard
