patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.735}""","""{\""0\"": 0.03, \""1\"": 0.03}""",71.10000,0.69894,0,1,0,1,4,0,3,3,3,3,21,"05/11/2021, 23:28:23",Joseph
2,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.765}""","""{\""0\"": 0.0315, \""1\"": 0.03}""",92.50000,0.91677,1,1,1,0,3,0,3,3,3,3,10,"05/11/2021, 23:28:49",Joseph
3,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.765}""","""{\""0\"": 0.0315, \""1\"": 0.03}""",72.10000,0.72256,0,0,0,1,3,1,1,4,1,4,35,"05/11/2021, 23:29:52",Joseph
4,./mainpage/dataset/test_dir/0-0-patient58610_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",86.80000,0.86683,0,0,0,0,3,0,3,3,3,3,7,"05/11/2021, 23:30:15",Joseph
5,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",76.70000,0.75702,0,0,1,0,3,0,3,3,3,3,12,"05/11/2021, 23:30:39",Joseph
6,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",80.00000,0.81414,1,1,1,0,4,1,2,2,2,4,40,"05/11/2021, 23:31:34",Joseph
7,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",71.90000,0.76610,1,0,1,0,4,0,3,3,3,3,15,"05/11/2021, 23:32:02",Joseph
8,./mainpage/dataset/test_dir/0-0-patient09052_study26_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.74}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",64.60000,0.66217,0,0,0,1,3,0,3,3,3,3,11,"05/11/2021, 23:32:49",Joseph
9,./mainpage/dataset/test_dir/0-0-patient48424_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",87.10000,0.91910,0,0,0,0,3,1,2,2,2,4,29,"05/11/2021, 23:33:30",Joseph
10,./mainpage/dataset/test_dir/0-1-patient35707_study8_view2_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",100.00000,0.99367,1,1,1,0,3,0,3,3,3,3,7,"05/11/2021, 23:33:49",Joseph
11,./mainpage/dataset/test_dir/1-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",79.80000,0.76862,1,0,1,0,4,0,3,3,3,3,17,"05/11/2021, 23:34:17",Joseph
12,./mainpage/dataset/test_dir/1-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",89.40000,0.96498,1,1,1,0,3,1,2,2,1,3,24,"05/11/2021, 23:34:53",Joseph
13,./mainpage/dataset/test_dir/1-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",81.50000,0.83512,1,0,1,0,3,0,3,3,3,3,9,"05/11/2021, 23:35:17",Joseph
14,./mainpage/dataset/test_dir/1-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",63.10000,0.60600,1,0,1,0,3,0,3,3,3,3,16,"05/11/2021, 23:35:45",Joseph
15,./mainpage/dataset/test_dir/0-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.74}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",51.00000,0.51604,0,0,0,1,3,1,1,3,1,2,25,"05/11/2021, 23:36:40",Joseph
16,./mainpage/dataset/test_dir/1-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.855, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",74.20000,0.77346,1,1,1,1,3,0,3,3,3,3,8,"05/11/2021, 23:37:16",Joseph
17,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",58.90000,0.58620,1,1,0,0,3,0,3,3,3,3,14,"05/11/2021, 23:37:43",Joseph
18,./mainpage/dataset/test_dir/0-1-patient37803_study10_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",94.10000,0.94774,1,1,1,0,4,1,2,3,1,3,33,"05/11/2021, 23:38:30",Joseph
19,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",98.00000,0.99474,0,0,0,0,4,0,3,3,3,3,6,"05/11/2021, 23:38:48",Joseph
20,./mainpage/dataset/test_dir/0-1-patient26163_study3_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",98.70000,0.95797,1,1,1,0,4,0,3,3,3,3,5,"05/11/2021, 23:39:05",Joseph
21,./mainpage/dataset/test_dir/1-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",87.80000,0.89899,1,1,1,0,4,1,2,3,1,4,27,"05/11/2021, 23:39:44",Joseph
22,./mainpage/dataset/test_dir/1-1-patient20707_study4_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",81.40000,0.83934,1,1,1,0,4,0,3,3,3,3,5,"05/11/2021, 23:40:03",Joseph
23,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.795}""","""{\""0\"": 0.0229635, \""1\"": 0.027}""",96.10000,0.96724,0,0,0,0,4,0,3,3,3,3,7,"05/11/2021, 23:40:22",Joseph
