patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.80000,0.85196,1,0,1,0,4,0,3,3,3,3,23,"05/11/2021, 23:15:53",Demetrius
2,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.30000,0.81585,1,1,0,0,3,0,3,3,3,3,12,"05/11/2021, 23:16:17",Demetrius
3,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",76.40000,0.79822,0,1,0,0,4,1,4,4,4,4,36,"05/11/2021, 23:17:00",Demetrius
4,./mainpage/dataset/test_dir/0-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.53381,1,0,1,0,3,0,3,3,3,3,11,"05/11/2021, 23:17:21",Demetrius
5,./mainpage/dataset/test_dir/0-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.00000,0.99770,0,0,0,0,3,0,3,3,3,3,10,"05/11/2021, 23:17:39",Demetrius
6,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.80000,0.97459,0,0,0,0,4,1,4,4,4,3,21,"05/11/2021, 23:18:06",Demetrius
7,./mainpage/dataset/test_dir/0-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.90000,0.94356,1,1,1,0,4,0,3,3,3,3,15,"05/11/2021, 23:18:31",Demetrius
8,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.92733,1,1,1,0,3,0,3,3,3,3,10,"05/11/2021, 23:18:49",Demetrius
9,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.20000,0.61782,0,0,1,0,3,1,3,4,3,3,31,"05/11/2021, 23:19:26",Demetrius
10,./mainpage/dataset/test_dir/0-1-patient48944_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.00000,0.90312,1,1,1,0,4,0,3,3,3,3,8,"05/11/2021, 23:19:47",Demetrius
11,./mainpage/dataset/test_dir/0-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",88.90000,0.83938,1,1,1,0,4,0,3,3,3,3,7,"05/11/2021, 23:20:01",Demetrius
12,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.40000,0.85397,1,1,1,0,4,1,4,4,4,4,29,"05/11/2021, 23:20:36",Demetrius
13,./mainpage/dataset/test_dir/1-1-patient61887_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.40000,0.92886,1,1,1,0,5,0,3,3,3,3,9,"05/11/2021, 23:20:52",Demetrius
14,./mainpage/dataset/test_dir/1-1-patient01006_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",88.90000,0.90492,1,1,1,0,4,0,3,3,3,3,6,"05/11/2021, 23:21:05",Demetrius
15,./mainpage/dataset/test_dir/1-1-patient07711_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.00000,0.79856,1,1,1,0,4,1,4,4,3,4,36,"05/11/2021, 23:21:47",Demetrius
16,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.10000,0.86713,1,1,1,0,3,0,3,3,3,3,7,"05/11/2021, 23:22:01",Demetrius
17,./mainpage/dataset/test_dir/1-0-patient19503_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.8}""","""{\""0\"": 0.05, \""1\"": 0.05}""",81.90000,0.78370,0,0,0,0,4,0,3,3,3,3,7,"05/11/2021, 23:22:15",Demetrius
