patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",84.00000,0.81199,1,1,1,0,3,0,3,3,3,3,11,"05/23/2021, 17:57:20",joe
2,./mainpage/dataset/test_dir/0-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",95.80000,0.96761,1,1,1,0,4,0,3,3,3,3,11,"05/23/2021, 17:57:35",joe
3,./mainpage/dataset/test_dir/0-1-patient61887_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",91.00000,0.92801,1,1,1,0,4,1,5,4,4,5,29,"05/23/2021, 17:58:08",joe
4,./mainpage/dataset/test_dir/0-1-patient07711_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",80.40000,0.80370,1,1,1,0,4,0,3,3,3,3,13,"05/23/2021, 17:58:25",joe
5,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",85.30000,0.84437,1,0,1,0,4,0,3,3,3,3,8,"05/23/2021, 17:58:37",joe
6,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",64.50000,0.63734,1,0,0,0,2,1,4,4,3,4,25,"05/23/2021, 17:59:08",joe
7,./mainpage/dataset/test_dir/0-1-patient59783_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.60000,0.97050,1,1,1,0,3,0,3,3,3,3,6,"05/23/2021, 17:59:20",joe
8,./mainpage/dataset/test_dir/0-1-patient26163_study3_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.80000,0.93191,1,1,1,0,3,0,3,3,3,3,5,"05/23/2021, 17:59:29",joe
9,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",99.10000,0.94319,0,0,0,0,4,1,4,4,4,5,17,"05/23/2021, 18:00:25",joe
10,./mainpage/dataset/test_dir/0-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.755}""","""{\""0\"": 0.03, \""1\"": 0.03}""",57.70000,0.53720,1,0,1,0,2,0,3,3,3,3,13,"05/23/2021, 18:00:43",joe
