patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.00000,0.93218,1,1,1,0,3,0,3,3,3,3,24,"05/17/2021, 20:33:14",Cara
1,./mainpage/dataset/test_dir/0-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.00000,0.93218,1,1,1,0,3,0,3,3,3,3,29,"05/17/2021, 20:33:19",Cara
2,./mainpage/dataset/test_dir/0-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.90000,0.97716,1,1,1,0,3,0,3,3,3,3,8,"05/17/2021, 20:33:41",Cara
3,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.30000,0.88085,1,1,1,0,4,1,3,3,4,4,48,"05/17/2021, 20:34:41",Cara
4,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.73}""","""{\""0\"": 0.03, \""1\"": 0.03}""",50.50000,0.55703,0,0,0,1,3,0,3,3,3,3,15,"05/17/2021, 20:35:14",Cara
5,./mainpage/dataset/test_dir/0-1-patient01006_study1_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.775}""","""{\""0\"": 0.027, \""1\"": 0.03}""",98.10000,0.97319,1,1,1,0,5,0,3,3,3,3,11,"05/17/2021, 20:35:38",Cara
6,./mainpage/dataset/test_dir/0-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.775}""","""{\""0\"": 0.027, \""1\"": 0.03}""",96.20000,0.96306,0,0,0,0,3,1,3,3,3,4,26,"05/17/2021, 20:36:13",Cara
7,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.775}""","""{\""0\"": 0.027, \""1\"": 0.03}""",87.10000,0.91077,1,1,1,0,5,0,3,3,3,3,12,"05/17/2021, 20:36:37",Cara
8,./mainpage/dataset/test_dir/0-1-patient12928_study3_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.775}""","""{\""0\"": 0.027, \""1\"": 0.03}""",72.90000,0.71654,1,1,1,1,3,0,3,3,3,3,291,"05/17/2021, 20:42:28",Cara
9,./mainpage/dataset/test_dir/0-0-patient62635_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.76}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",73.80000,0.69169,1,0,1,1,4,1,3,3,2,5,88,"05/17/2021, 20:44:38",Cara
10,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.715}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",98.80000,0.97336,1,1,1,0,3,0,3,3,3,3,33,"05/17/2021, 20:46:22",Cara
11,./mainpage/dataset/test_dir/0-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.715}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",97.00000,0.96846,0,0,0,0,3,0,3,3,3,3,23,"05/17/2021, 20:46:58",Cara
12,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.715}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",87.00000,0.85184,1,0,1,0,3,1,3,4,2,4,271,"05/17/2021, 20:51:54",Cara
13,./mainpage/dataset/test_dir/1-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.715}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",89.70000,0.84098,1,1,1,0,4,0,3,3,3,3,11,"05/17/2021, 20:53:30",Cara
14,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.715}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",59.40000,0.55867,0,0,0,1,3,0,3,3,3,3,22,"05/17/2021, 20:54:51",Cara
15,./mainpage/dataset/test_dir/1-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.75}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",82.70000,0.86772,1,0,1,0,4,1,3,4,2,4,43,"05/17/2021, 20:55:51",Cara
16,./mainpage/dataset/test_dir/0-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.75}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",86.30000,0.87687,1,0,1,0,5,0,3,3,3,3,43,"05/17/2021, 20:56:58",Cara
17,./mainpage/dataset/test_dir/1-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.75}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",53.60000,0.57324,1,0,0,1,1,0,3,3,3,3,70,"05/17/2021, 20:59:06",Cara
18,./mainpage/dataset/test_dir/1-0-patient41742_study1_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.745}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",76.30000,0.74990,1,0,0,1,1,1,3,5,3,3,33,"05/17/2021, 21:00:40",Cara
19,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.74}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",64.10000,0.65818,1,0,0,1,1,0,3,3,3,3,11,"05/17/2021, 21:02:33",Cara
