patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.97909,1,1,1,0,3,0,3,3,3,3,44,"05/11/2021, 22:53:54",Ronnie
2,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",58.10000,0.54842,1,0,0,0,3,0,3,3,3,3,30,"05/11/2021, 22:54:36",Ronnie
3,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.91123,1,1,1,0,3,1,3,2,2,3,64,"05/11/2021, 22:55:51",Ronnie
4,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.30000,0.96254,0,0,0,0,3,0,3,3,3,3,14,"05/11/2021, 22:56:13",Ronnie
5,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.90000,0.94906,1,0,1,0,3,0,3,3,3,3,14,"05/11/2021, 22:56:35",Ronnie
6,./mainpage/dataset/test_dir/0-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",61.20000,0.60394,0,1,0,0,3,1,2,1,2,2,36,"05/11/2021, 22:57:25",Ronnie
7,./mainpage/dataset/test_dir/0-0-patient41742_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",93.10000,0.92236,0,0,0,0,3,0,3,3,3,3,7,"05/11/2021, 22:57:41",Ronnie
8,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",55.30000,0.56648,1,0,0,0,3,0,3,3,3,3,10,"05/11/2021, 22:57:58",Ronnie
9,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",65.00000,0.68136,1,1,0,0,2,1,2,1,2,2,38,"05/11/2021, 22:58:47",Ronnie
10,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.90000,0.77049,1,1,1,0,4,0,3,3,3,3,13,"05/11/2021, 22:59:17",Ronnie
11,./mainpage/dataset/test_dir/1-0-patient15534_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.50000,0.90629,1,0,1,0,4,0,3,3,3,3,40,"05/11/2021, 23:00:04",Ronnie
12,./mainpage/dataset/test_dir/1-1-patient48944_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.40000,0.87956,1,1,0,0,2,1,2,1,2,2,30,"05/11/2021, 23:00:41",Ronnie
13,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.10000,0.85839,0,0,0,0,4,0,3,3,3,3,8,"05/11/2021, 23:00:58",Ronnie
14,./mainpage/dataset/test_dir/1-0-patient09052_study26_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.7}""","""{\""0\"": 0.05, \""1\"": 0.05}""",61.60000,0.67120,1,0,1,0,4,0,3,3,3,3,19,"05/11/2021, 23:01:24",Ronnie
