patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.78}""","""{\""0\"": 0.03, \""1\"": 0.03}""",70.20000,0.75705,1,1,1,1,3,0,3,3,3,3,20,"05/12/2021, 17:45:07",rick
2,./mainpage/dataset/test_dir/0-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.69}""","""{\""0\"": 0.027, \""1\"": 0.03}""",75.60000,0.71926,0,1,0,1,3,0,3,3,3,3,14,"05/12/2021, 17:45:38",rick
3,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.765, \""1\"": 0.75}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",79.60000,0.77858,1,0,1,1,3,1,3,3,4,4,49,"05/12/2021, 17:46:47",rick
4,./mainpage/dataset/test_dir/0-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.74}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",99.40000,0.98040,1,1,1,1,3,0,3,3,3,3,13,"05/12/2021, 17:47:18",rick
5,./mainpage/dataset/test_dir/0-1-patient31413_study4_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.75}""","""{\""0\"": 0.026790750000000002, \""1\"": 0.03}""",84.30000,0.84804,1,1,1,1,3,0,3,3,3,3,10,"05/12/2021, 17:47:42",rick
6,./mainpage/dataset/test_dir/0-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.735}""","""{\""0\"": 0.024111675000000003, \""1\"": 0.03}""",96.60000,0.96088,0,0,0,1,3,1,3,2,3,4,34,"05/12/2021, 17:48:30",rick
7,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.715}""","""{\""0\"": 0.021700507500000004, \""1\"": 0.03}""",70.80000,0.70858,1,0,1,1,4,0,3,3,3,3,31,"05/12/2021, 17:49:17",rick
8,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.76}""","""{\""0\"": 0.022785532875000004, \""1\"": 0.03}""",50.00000,0.48043,1,0,1,1,4,0,3,3,3,3,9,"05/12/2021, 17:49:42",rick
9,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.74, \""1\"": 0.675}""","""{\""0\"": 0.023924809518750006, \""1\"": 0.03}""",90.10000,0.95333,1,1,1,1,2,1,2,2,2,3,37,"05/12/2021, 17:50:38",rick
10,./mainpage/dataset/test_dir/0-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.755, \""1\"": 0.685}""","""{\""0\"": 0.021532328566875005, \""1\"": 0.03}""",67.40000,0.65671,1,1,0,1,2,0,3,3,3,3,19,"05/12/2021, 17:51:13",rick
11,./mainpage/dataset/test_dir/0-0-patient09052_study26_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.72}""","""{\""0\"": 0.021532328566875005, \""1\"": 0.03}""",94.10000,0.96012,0,0,0,1,4,0,3,3,3,3,8,"05/12/2021, 17:51:37",rick
12,./mainpage/dataset/test_dir/1-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.765, \""1\"": 0.72}""","""{\""0\"": 0.019379095710187505, \""1\"": 0.03}""",50.00000,0.46251,0,0,1,1,3,1,2,2,2,4,62,"05/12/2021, 17:52:55",rick
13,./mainpage/dataset/test_dir/1-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.71}""","""{\""0\"": 0.019379095710187505, \""1\"": 0.03}""",59.50000,0.59859,1,1,1,1,5,0,3,3,3,3,12,"05/12/2021, 17:53:34",rick
