patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",80.20000,0.82070,0,0,0,0,3,0,3,3,3,3,17,"05/17/2021, 21:06:02",Alyssa
2,./mainpage/dataset/test_dir/0-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.30000,0.99114,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 21:06:22",Alyssa
3,./mainpage/dataset/test_dir/0-0-patient22522_study6_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",59.70000,0.64125,0,0,1,0,3,0,3,3,3,3,10,"05/17/2021, 21:06:39",Alyssa
4,./mainpage/dataset/test_dir/0-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.96574,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 21:06:55",Alyssa
5,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.30000,0.86738,1,1,1,0,3,0,3,3,3,3,26,"05/17/2021, 21:07:28",Alyssa
6,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.98682,1,1,1,0,3,0,3,3,3,3,6,"05/17/2021, 21:07:43",Alyssa
7,./mainpage/dataset/test_dir/0-1-patient26163_study3_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.30000,0.89101,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 21:07:57",Alyssa
8,./mainpage/dataset/test_dir/0-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",74.30000,0.80311,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 21:08:15",Alyssa
9,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",58.60000,0.47843,0,1,1,0,3,0,3,3,3,3,12,"05/17/2021, 21:08:36",Alyssa
10,./mainpage/dataset/test_dir/0-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.71}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.50000,0.76351,1,0,1,0,3,0,3,3,3,3,6,"05/17/2021, 21:08:54",Alyssa
