patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",94.60000,0.88880,1,0,1,0,3,0,3,3,3,3,14,"05/23/2021, 19:32:15",Demi
2,./mainpage/dataset/test_dir/0-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",88.00000,0.80636,1,1,0,0,3,0,3,3,3,3,9,"05/23/2021, 19:32:34",Demi
3,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",66.00000,0.68590,1,1,0,0,3,0,3,3,3,3,5,"05/23/2021, 19:32:46",Demi
4,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.70000,0.80742,1,1,1,0,3,0,3,3,3,3,9,"05/23/2021, 19:33:04",Demi
5,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.30000,0.98410,0,0,0,0,3,0,3,3,3,3,7,"05/23/2021, 19:33:16",Demi
6,./mainpage/dataset/test_dir/0-0-patient34294_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",63.10000,0.71797,0,0,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:33:26",Demi
7,./mainpage/dataset/test_dir/0-0-patient31640_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",65.50000,0.68808,1,0,1,0,3,0,3,3,3,3,6,"05/23/2021, 19:33:39",Demi
8,./mainpage/dataset/test_dir/0-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",75.40000,0.77876,1,0,0,0,3,0,3,3,3,3,9,"05/23/2021, 19:33:54",Demi
9,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.60000,0.92044,1,1,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:34:04",Demi
10,./mainpage/dataset/test_dir/0-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",74.60000,0.76076,0,0,1,0,3,0,3,3,3,3,6,"05/23/2021, 19:34:16",Demi
11,./mainpage/dataset/test_dir/1-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.60000,0.78645,1,1,1,0,3,0,3,3,3,3,9,"05/23/2021, 19:34:30",Demi
12,./mainpage/dataset/test_dir/0-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",93.10000,0.95201,0,0,0,0,3,0,3,3,3,3,7,"05/23/2021, 19:34:43",Demi
13,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.30000,0.93013,0,0,1,0,3,0,3,3,3,3,7,"05/23/2021, 19:34:56",Demi
14,./mainpage/dataset/test_dir/0-1-patient12928_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.87545,1,1,1,0,3,0,3,3,3,3,8,"05/23/2021, 19:35:10",Demi
15,./mainpage/dataset/test_dir/0-0-patient49349_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",56.70000,0.51767,1,0,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:35:19",Demi
16,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.50000,0.92337,1,0,1,0,3,0,3,3,3,3,8,"05/23/2021, 19:35:33",Demi
17,./mainpage/dataset/test_dir/1-0-patient12476_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",51.10000,0.50084,0,0,0,0,3,0,3,3,3,3,6,"05/23/2021, 19:35:44",Demi
18,./mainpage/dataset/test_dir/1-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.50000,0.86712,1,1,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:35:53",Demi
19,./mainpage/dataset/test_dir/1-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.80000,0.74946,1,0,0,0,3,0,3,3,3,3,11,"05/23/2021, 19:36:09",Demi
20,./mainpage/dataset/test_dir/1-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",68.20000,0.74290,1,1,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:36:19",Demi
21,./mainpage/dataset/test_dir/1-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.56468,1,0,0,0,3,0,3,3,3,3,10,"05/23/2021, 19:36:34",Demi
22,./mainpage/dataset/test_dir/1-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.20000,0.94042,1,0,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:36:43",Demi
23,./mainpage/dataset/test_dir/1-0-patient00216_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.30000,0.82047,0,0,0,0,3,0,3,3,3,3,4,"05/23/2021, 19:36:54",Demi
24,./mainpage/dataset/test_dir/1-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.20000,0.86619,1,0,1,0,3,0,3,3,3,3,4,"05/23/2021, 19:37:03",Demi
25,./mainpage/dataset/test_dir/1-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.90000,0.92600,1,1,1,0,3,0,3,3,3,3,5,"05/23/2021, 19:37:15",Demi
