patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.90000,0.89355,0,0,0,0,2,0,3,3,3,3,20,"05/23/2021, 18:44:46",Rob
2,./mainpage/dataset/test_dir/0-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",72.60000,0.73153,0,0,0,1,2,0,3,3,3,3,14,"05/23/2021, 18:45:24",Rob
3,./mainpage/dataset/test_dir/0-0-patient62635_study1_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",75.50000,0.74888,1,0,1,1,3,1,4,4,4,4,27,"05/23/2021, 18:46:15",Rob
4,./mainpage/dataset/test_dir/0-1-patient53848_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.725}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",97.90000,0.97495,1,1,1,0,3,0,3,3,3,3,14,"05/23/2021, 18:46:43",Rob
5,./mainpage/dataset/test_dir/0-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.725}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",50.00000,0.48852,1,1,0,0,2,0,3,3,3,3,14,"05/23/2021, 18:47:08",Rob
6,./mainpage/dataset/test_dir/0-0-patient49349_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.725}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",58.70000,0.63396,1,0,1,1,2,1,4,4,4,4,18,"05/23/2021, 18:47:52",Rob
7,./mainpage/dataset/test_dir/0-0-patient20943_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.745}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",94.00000,0.98142,0,0,0,0,2,0,3,3,3,3,8,"05/23/2021, 18:48:18",Rob
8,./mainpage/dataset/test_dir/0-0-patient08043_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.745}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",90.90000,0.87226,0,0,0,0,2,0,3,3,3,3,8,"05/23/2021, 18:48:38",Rob
9,./mainpage/dataset/test_dir/0-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.745}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",89.80000,0.87590,0,0,0,0,4,1,4,4,4,5,26,"05/23/2021, 18:49:15",Rob
10,./mainpage/dataset/test_dir/0-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.745}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",92.60000,0.96272,1,1,1,0,4,0,3,3,3,3,9,"05/23/2021, 18:49:35",Rob
11,./mainpage/dataset/test_dir/1-0-patient55443_study3_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.745}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",65.60000,0.67954,1,0,0,1,3,0,3,3,3,3,23,"05/23/2021, 18:50:20",Rob
12,./mainpage/dataset/test_dir/1-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.835, \""1\"": 0.805}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.03}""",62.00000,0.66239,1,1,1,1,3,1,4,4,4,4,15,"05/23/2021, 18:51:03",Rob
13,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",96.50000,0.91202,1,1,1,0,4,0,3,3,3,3,27,"05/23/2021, 18:51:46",Rob
14,./mainpage/dataset/test_dir/1-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",83.80000,0.84503,0,0,0,0,3,0,3,3,3,3,8,"05/23/2021, 18:52:05",Rob
15,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",99.30000,0.96862,0,0,0,0,4,1,4,4,4,4,15,"05/23/2021, 18:52:32",Rob
16,./mainpage/dataset/test_dir/0-0-patient09052_study26_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",100.00000,0.98848,0,0,0,0,4,0,3,3,3,3,8,"05/23/2021, 18:52:53",Rob
17,./mainpage/dataset/test_dir/0-1-patient59168_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",93.70000,0.94485,1,1,1,0,4,0,3,3,3,3,14,"05/23/2021, 18:53:19",Rob
18,./mainpage/dataset/test_dir/1-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.029767500000000002, \""1\"": 0.027}""",66.90000,0.69067,1,1,0,0,2,1,2,2,4,3,41,"05/23/2021, 18:54:13",Rob
