patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",83.30000,0.84339,1,1,1,0,3,0,3,3,3,3,24,"05/19/2021, 16:24:50",A1IFIK8J49WBER
2,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",60.40000,0.60579,1,0,1,0,2,0,3,3,3,3,9,"05/19/2021, 16:25:10",A1IFIK8J49WBER
3,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.50000,0.81264,0,0,0,0,4,1,3,2,2,4,49,"05/19/2021, 16:26:14",A1IFIK8J49WBER
4,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.10000,0.90589,1,1,1,0,5,0,3,3,3,3,16,"05/19/2021, 16:27:17",A1IFIK8J49WBER
5,./mainpage/dataset/test_dir/0-1-patient06324_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.20000,0.91176,1,1,1,0,3,0,3,3,3,3,10,"05/19/2021, 16:28:26",A1IFIK8J49WBER
6,./mainpage/dataset/test_dir/0-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",97.20000,0.93473,1,1,1,0,3,1,3,2,2,5,43,"05/19/2021, 16:29:52",A1IFIK8J49WBER
7,./mainpage/dataset/test_dir/0-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.40000,0.95520,0,0,0,0,3,0,3,3,3,3,10,"05/19/2021, 16:30:40",A1IFIK8J49WBER
8,./mainpage/dataset/test_dir/0-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",99.20000,0.97842,1,1,1,0,4,0,3,3,3,3,7,"05/19/2021, 16:31:11",A1IFIK8J49WBER
9,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",80.30000,0.83601,1,0,1,0,3,1,4,2,2,5,35,"05/19/2021, 16:32:04",A1IFIK8J49WBER
10,./mainpage/dataset/test_dir/0-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.03, \""1\"": 0.03}""",95.60000,0.96086,1,1,1,0,3,0,3,3,3,3,7,"05/19/2021, 16:32:32",A1IFIK8J49WBER
