patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.685}""","""{\""0\"": 0.03, \""1\"": 0.03}""",88.50000,0.88355,1,1,1,1,3,0,3,3,3,3,46,"05/23/2021, 17:59:25",Matt
2,./mainpage/dataset/test_dir/0-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.71}""","""{\""0\"": 0.027, \""1\"": 0.03}""",91.30000,0.91848,0,1,0,1,3,0,3,3,3,3,16,"05/23/2021, 18:00:02",Matt
3,./mainpage/dataset/test_dir/0-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.765, \""1\"": 0.705}""","""{\""0\"": 0.02835, \""1\"": 0.03}""",90.30000,0.91508,1,1,1,1,3,1,3,3,4,4,32,"05/23/2021, 18:00:58",Matt
4,./mainpage/dataset/test_dir/0-1-patient53848_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.7}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",96.10000,0.97141,1,1,1,1,3,0,3,3,3,3,9,"05/23/2021, 18:01:27",Matt
5,./mainpage/dataset/test_dir/0-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.79}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",80.80000,0.78321,1,0,1,0,3,0,3,3,3,3,28,"05/23/2021, 18:02:08",Matt
6,./mainpage/dataset/test_dir/0-0-patient08294_study13_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.79}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",94.40000,0.97768,0,0,0,1,3,1,2,3,2,3,31,"05/23/2021, 18:03:04",Matt
7,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.78}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",98.10000,0.97611,1,1,1,0,3,0,3,3,3,3,12,"05/23/2021, 18:03:26",Matt
8,./mainpage/dataset/test_dir/0-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.78}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",71.50000,0.72649,1,0,0,0,2,0,3,3,3,3,30,"05/23/2021, 18:04:10",Matt
9,./mainpage/dataset/test_dir/0-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.78}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",66.20000,0.63908,1,0,0,0,2,1,4,4,3,2,32,"05/23/2021, 18:05:05",Matt
10,./mainpage/dataset/test_dir/0-0-patient16791_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.78}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",78.40000,0.79813,1,0,1,0,3,0,3,3,3,3,17,"05/23/2021, 18:05:33",Matt
11,./mainpage/dataset/test_dir/1-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.78}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.03}""",84.60000,0.84773,1,1,1,1,3,0,3,3,3,3,13,"05/23/2021, 18:06:00",Matt
12,./mainpage/dataset/test_dir/0-1-patient38308_study4_view1_frontal.jpg,"""{\""0\"": 0.825, \""1\"": 0.765}""","""{\""0\"": 0.020667150000000002, \""1\"": 0.027}""",97.80000,0.96685,1,1,1,1,3,1,4,4,3,2,22,"05/23/2021, 18:06:41",Matt
13,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",99.70000,0.99696,0,0,0,0,3,0,3,3,3,3,11,"05/23/2021, 18:07:03",Matt
14,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",93.40000,0.90200,0,0,0,0,3,0,3,3,3,3,16,"05/23/2021, 18:07:28",Matt
15,./mainpage/dataset/test_dir/1-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",88.50000,0.86309,0,0,0,0,3,1,3,4,4,4,26,"05/23/2021, 18:08:03",Matt
16,./mainpage/dataset/test_dir/1-1-patient31413_study4_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",92.60000,0.94294,1,1,1,0,3,0,3,3,3,3,8,"05/23/2021, 18:08:21",Matt
17,./mainpage/dataset/test_dir/1-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",52.60000,0.55152,0,0,0,0,4,0,3,3,3,3,20,"05/23/2021, 18:08:51",Matt
18,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.715}""","""{\""0\"": 0.018600435000000002, \""1\"": 0.027}""",83.80000,0.84029,0,0,0,1,3,1,4,4,4,3,27,"05/23/2021, 18:09:32",Matt
19,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",94.20000,0.93429,1,1,1,0,3,0,3,3,3,3,8,"05/23/2021, 18:09:49",Matt
20,./mainpage/dataset/test_dir/1-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",97.70000,0.98381,1,1,1,0,3,0,3,3,3,3,6,"05/23/2021, 18:10:05",Matt
21,./mainpage/dataset/test_dir/1-1-patient26163_study3_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",94.10000,0.94300,1,1,1,0,3,1,4,4,4,4,21,"05/23/2021, 18:10:36",Matt
22,./mainpage/dataset/test_dir/1-1-patient01006_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",91.80000,0.88426,1,1,1,0,3,0,3,3,3,3,12,"05/23/2021, 18:10:58",Matt
23,./mainpage/dataset/test_dir/1-1-patient43059_study2_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",98.70000,0.96482,1,1,1,0,3,0,3,3,3,3,5,"05/23/2021, 18:11:12",Matt
24,./mainpage/dataset/test_dir/1-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",83.70000,0.85618,1,0,0,0,2,1,2,4,4,2,26,"05/23/2021, 18:11:48",Matt
25,./mainpage/dataset/test_dir/1-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",97.90000,0.95030,1,0,1,0,3,0,3,3,3,3,6,"05/23/2021, 18:12:04",Matt
26,./mainpage/dataset/test_dir/1-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",86.90000,0.89590,1,1,1,0,3,0,3,3,3,3,12,"05/23/2021, 18:12:27",Matt
27,./mainpage/dataset/test_dir/1-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",93.10000,0.95004,1,1,1,0,3,1,3,4,3,3,21,"05/23/2021, 18:12:58",Matt
28,./mainpage/dataset/test_dir/1-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",88.20000,0.92350,1,1,1,0,3,0,3,3,3,3,18,"05/23/2021, 18:13:26",Matt
29,./mainpage/dataset/test_dir/1-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",80.50000,0.83558,1,1,0,0,2,0,3,3,3,3,14,"05/23/2021, 18:13:49",Matt
30,./mainpage/dataset/test_dir/1-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.785}""","""{\""0\"": 0.016740391500000004, \""1\"": 0.027}""",93.40000,0.96098,1,0,1,0,4,1,3,4,2,3,20,"05/23/2021, 18:14:19",Matt
