patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.60000,0.78838,1,1,0,0,3,0,3,3,3,3,14,"05/17/2021, 20:41:36",A2EI075XZT9Y2S
2,./mainpage/dataset/test_dir/0-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.80000,0.85426,0,0,0,0,3,0,3,3,3,3,11,"05/17/2021, 20:42:10",A2EI075XZT9Y2S
3,./mainpage/dataset/test_dir/0-1-patient40621_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.00000,0.95281,1,1,1,0,3,0,3,3,3,3,29,"05/17/2021, 20:42:50",A2EI075XZT9Y2S
4,./mainpage/dataset/test_dir/0-0-patient51560_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.30000,0.91146,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 20:43:03",A2EI075XZT9Y2S
5,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",68.70000,0.72192,1,1,0,0,3,0,3,3,3,3,10,"05/17/2021, 20:43:19",A2EI075XZT9Y2S
6,./mainpage/dataset/test_dir/0-1-patient17961_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",96.80000,0.94746,1,1,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:43:37",A2EI075XZT9Y2S
7,./mainpage/dataset/test_dir/0-1-patient38308_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.70000,0.94086,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:43:54",A2EI075XZT9Y2S
8,./mainpage/dataset/test_dir/0-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",73.10000,0.72569,0,0,0,0,3,0,3,3,3,3,3,"05/17/2021, 20:44:07",A2EI075XZT9Y2S
9,./mainpage/dataset/test_dir/0-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.98779,0,0,0,0,3,0,3,3,3,3,4,"05/17/2021, 20:44:21",A2EI075XZT9Y2S
10,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",74.40000,0.75912,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:44:37",A2EI075XZT9Y2S
11,./mainpage/dataset/test_dir/1-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.10000,0.72543,1,0,0,0,3,0,3,3,3,3,6,"05/17/2021, 20:44:54",A2EI075XZT9Y2S
12,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",70.50000,0.56923,0,0,1,0,3,0,3,3,3,3,12,"05/17/2021, 20:45:12",A2EI075XZT9Y2S
13,./mainpage/dataset/test_dir/1-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",64.00000,0.69976,1,1,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:45:28",A2EI075XZT9Y2S
14,./mainpage/dataset/test_dir/1-1-patient61887_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.80000,0.96398,1,1,1,0,3,0,3,3,3,3,6,"05/17/2021, 20:45:51",A2EI075XZT9Y2S
15,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",50.00000,0.53484,1,1,1,0,3,0,3,3,3,3,25,"05/17/2021, 20:46:24",A2EI075XZT9Y2S
16,./mainpage/dataset/test_dir/1-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.60000,0.95474,1,1,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:46:42",A2EI075XZT9Y2S
17,./mainpage/dataset/test_dir/1-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",63.10000,0.64145,1,0,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:46:59",A2EI075XZT9Y2S
18,./mainpage/dataset/test_dir/0-1-patient31413_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.00000,0.80756,1,1,1,0,3,0,3,3,3,3,10,"05/17/2021, 20:47:19",A2EI075XZT9Y2S
19,./mainpage/dataset/test_dir/0-0-patient55443_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",61.70000,0.62685,0,0,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:47:31",A2EI075XZT9Y2S
20,./mainpage/dataset/test_dir/0-1-patient00314_study27_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",97.10000,0.92960,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:47:50",A2EI075XZT9Y2S
21,./mainpage/dataset/test_dir/1-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.10000,0.61347,1,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 20:48:03",A2EI075XZT9Y2S
22,./mainpage/dataset/test_dir/1-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",69.90000,0.66525,0,0,0,0,3,0,3,3,3,3,4,"05/17/2021, 20:48:12",A2EI075XZT9Y2S
23,./mainpage/dataset/test_dir/1-1-patient41518_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.98110,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:48:24",A2EI075XZT9Y2S
24,./mainpage/dataset/test_dir/1-0-patient33763_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",95.50000,0.87360,1,0,0,0,3,0,3,3,3,3,19,"05/17/2021, 20:48:52",A2EI075XZT9Y2S
25,./mainpage/dataset/test_dir/1-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.40000,0.85642,1,1,1,0,3,0,3,3,3,3,12,"05/17/2021, 20:49:10",A2EI075XZT9Y2S
26,./mainpage/dataset/test_dir/1-1-patient46165_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",77.50000,0.79514,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:49:20",A2EI075XZT9Y2S
27,./mainpage/dataset/test_dir/1-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",80.70000,0.87269,1,1,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:49:29",A2EI075XZT9Y2S
28,./mainpage/dataset/test_dir/1-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.715}""","""{\""0\"": 0.05, \""1\"": 0.05}""",92.30000,0.90267,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:49:39",A2EI075XZT9Y2S
