patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient35617_study5_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",88.10000,0.85761,1,1,1,0,3,0,3,3,3,3,38,"05/17/2021, 20:41:03",Ess
2,./mainpage/dataset/test_dir/0-1-patient17709_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",53.00000,0.58075,1,1,0,0,3,0,3,3,3,3,8,"05/17/2021, 20:41:18",Ess
3,./mainpage/dataset/test_dir/0-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.30000,0.84095,0,0,0,0,3,0,3,3,3,3,7,"05/17/2021, 20:41:35",Ess
4,./mainpage/dataset/test_dir/0-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.10000,0.90652,1,1,1,0,3,0,3,3,3,3,6,"05/17/2021, 20:41:46",Ess
5,./mainpage/dataset/test_dir/0-1-patient42926_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.96241,1,1,1,0,3,0,3,3,3,3,3,"05/17/2021, 20:41:59",Ess
6,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.70000,0.94870,1,1,0,0,3,0,3,3,3,3,7,"05/17/2021, 20:42:37",Ess
7,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.00000,0.82700,1,1,1,0,3,0,3,3,3,3,11,"05/17/2021, 20:42:52",Ess
8,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.80000,0.61412,1,0,0,0,3,0,3,3,3,3,5,"05/17/2021, 20:43:05",Ess
9,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.20000,0.92938,0,0,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:43:18",Ess
10,./mainpage/dataset/test_dir/0-1-patient28702_study6_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",64.20000,0.59373,1,1,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:43:29",Ess
11,./mainpage/dataset/test_dir/1-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",53.00000,0.54203,0,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:43:44",Ess
12,./mainpage/dataset/test_dir/0-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",52.30000,0.52669,1,1,0,0,3,0,3,3,3,3,6,"05/17/2021, 20:44:00",Ess
13,./mainpage/dataset/test_dir/0-0-patient25520_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",51.70000,0.56666,1,0,1,0,3,0,3,3,3,3,42,"05/17/2021, 20:45:07",Ess
14,./mainpage/dataset/test_dir/0-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.70000,0.98987,0,0,0,0,3,0,3,3,3,3,5,"05/17/2021, 20:45:20",Ess
15,./mainpage/dataset/test_dir/1-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.90000,0.89808,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:45:33",Ess
16,./mainpage/dataset/test_dir/1-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.90000,0.91058,1,0,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:45:44",Ess
17,./mainpage/dataset/test_dir/1-1-patient59783_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.97524,1,1,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:45:55",Ess
18,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.40000,0.83767,1,1,0,0,3,0,3,3,3,3,5,"05/17/2021, 20:46:06",Ess
19,./mainpage/dataset/test_dir/1-0-patient25520_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",52.20000,0.53485,0,0,0,0,3,0,3,3,3,3,4,"05/17/2021, 20:46:19",Ess
20,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",59.10000,0.55751,1,1,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:46:34",Ess
21,./mainpage/dataset/test_dir/1-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",93.70000,0.90638,1,1,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:46:48",Ess
22,./mainpage/dataset/test_dir/1-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",84.70000,0.90150,1,0,1,0,3,0,3,3,3,3,7,"05/17/2021, 20:47:02",Ess
23,./mainpage/dataset/test_dir/1-0-patient49510_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",65.60000,0.68025,1,0,0,0,3,0,3,3,3,3,5,"05/17/2021, 20:47:14",Ess
24,./mainpage/dataset/test_dir/1-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.80000,0.87521,1,0,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:47:24",Ess
25,./mainpage/dataset/test_dir/1-0-patient25468_study1_view2_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",52.90000,0.57632,1,0,0,0,3,0,3,3,3,3,6,"05/17/2021, 20:47:36",Ess
26,./mainpage/dataset/test_dir/1-1-patient09393_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.60000,0.74318,1,1,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:47:45",Ess
27,./mainpage/dataset/test_dir/1-0-patient12232_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.50000,0.89568,1,0,1,0,3,0,3,3,3,3,4,"05/17/2021, 20:47:56",Ess
28,./mainpage/dataset/test_dir/1-1-patient04730_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",82.00000,0.81095,1,1,0,0,3,0,3,3,3,3,9,"05/17/2021, 20:48:11",Ess
29,./mainpage/dataset/test_dir/1-1-patient37526_study2_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",74.60000,0.82936,1,1,0,0,3,0,3,3,3,3,5,"05/17/2021, 20:48:24",Ess
30,./mainpage/dataset/test_dir/1-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.90000,0.84232,1,0,1,0,3,0,3,3,3,3,5,"05/17/2021, 20:48:36",Ess
