patient_num,patient_filename,accuracy,calibration,model_prediction,ground_truth,user_prediction,user_update,question_relationship,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf
1,./mainpage/dataset/train_dir/0-1-patient26949_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.785}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,0,,5,3,3,3,3
2,./mainpage/dataset/train_dir/0-1-patient51282_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.785, \""0\"": 0.83, \""1\"": 0.735}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,1,,5,3,3,3,3
3,./mainpage/dataset/train_dir/0-1-patient32916_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.785, \""0\"": 0.83, \""1\"": 0.735}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,1,,5,3,3,3,3
4,./mainpage/dataset/train_dir/0-1-patient39549_study2_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.785, \""0\"": 0.83, \""1\"": 0.735}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,1,,5,3,3,3,3
5,./mainpage/dataset/train_dir/0-0-patient47588_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.785, \""0\"": 0.83, \""1\"": 0.735}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,0,1,,1,1,1,1,1
6,./mainpage/dataset/train_dir/0-0-patient33170_study1_view1_frontal.jpg,"""{\""0\"": 0.83, \""1\"": 0.735, \""0\"": 0.815, \""1\"": 0.8}""","""{\""0\"": 0.052500000000000005, \""1\"": 0.05}""",0,0,0,,5,3,3,3,3
2,./mainpage/dataset/train_dir/0-1-patient33741_study1_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,1,,1,0,3,3,3,3
3,./mainpage/dataset/train_dir/0-1-patient35117_study5_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.745}""","""{\""0\"": 0.05, \""1\"": 0.05}""",1,1,0,0,3,1,1,2,5,3
1,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.725}""","""{\""0\"": 0.03, \""1\"": 0.03}""",0,0,0,1,2,0,3,3,3,3,61,"12/04/2020, 00:47:07",Chelsea
1,./mainpage/dataset/test_dir/0-0-patient57217_study1_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.725}""","""{\""0\"": 0.03, \""1\"": 0.03}""",0,0,0,1,2,0,3,3,3,3,64,"12/04/2020, 00:47:21",Chelsea
2,./mainpage/dataset/test_dir/0-0-patient08294_study13_view1_frontal.jpg,"""{\""0\"": 0.815, \""1\"": 0.74}""","""{\""0\"": 0.027, \""1\"": 0.03}""",0,0,0,1,3,0,3,3,3,3,13,"12/04/2020, 00:47:55",Chelsea
3,./mainpage/dataset/test_dir/0-0-patient23938_study6_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.83}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",1,0,1,1,3,1,3,4,2,4,40,"12/04/2020, 00:48:53",Chelsea
4,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.865, \""1\"": 0.77}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",0,0,1,1,1,0,3,3,3,3,15,"12/04/2020, 00:49:34",Chelsea
5,./mainpage/dataset/test_dir/0-1-patient53848_study1_view1_frontal.jpg,"""{\""0\"": 0.8, \""1\"": 0.79}""","""{\""0\"": 0.025515, \""1\"": 0.03}""",1,1,1,1,2,0,3,3,3,3,11,"12/04/2020, 00:50:02",Chelsea
6,./mainpage/dataset/test_dir/0-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.705}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",1,1,0,0,1,1,2,3,2,3,57,"12/04/2020, 00:51:10",Chelsea
7,./mainpage/dataset/test_dir/0-0-patient33763_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.705}""","""{\""0\"": 0.0229635, \""1\"": 0.03}""",1,0,1,1,3,0,3,3,3,3,8,"12/04/2020, 00:51:49",Chelsea
8,./mainpage/dataset/test_dir/0-1-patient19377_study4_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.755}""","""{\""0\"": 0.024111675000000003, \""1\"": 0.03}""",1,1,1,1,3,0,3,3,3,3,48,"12/04/2020, 00:52:56",Chelsea
9,./mainpage/dataset/test_dir/0-0-patient13745_study9_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.705}""","""{\""0\"": 0.021700507500000004, \""1\"": 0.03}""",1,0,1,1,3,1,1,4,1,3,24,"12/04/2020, 00:53:37",Chelsea
10,./mainpage/dataset/test_dir/0-0-patient00216_study1_view1_frontal.jpg,"""{\""0\"": 0.725, \""1\"": 0.735}""","""{\""0\"": 0.022785532875000004, \""1\"": 0.03}""",0,0,0,1,2,0,3,3,3,3,6,"12/04/2020, 00:54:52",Chelsea
11,./mainpage/dataset/test_dir/0-0-patient14877_study1_view1_frontal.jpg,"""{\""0\"": 0.75, \""1\"": 0.725}""","""{\""0\"": 0.020506979587500005, \""1\"": 0.03}""",0,0,0,1,2,0,3,3,3,3,12,"12/04/2020, 00:55:19",Chelsea
12,./mainpage/dataset/test_dir/1-0-patient19490_study1_view1_frontal.jpg,"""{\""0\"": 0.845, \""1\"": 0.705}""","""{\""0\"": 0.018456281628750005, \""1\"": 0.03}""",0,0,0,0,3,1,2,2,1,3,35,"12/04/2020, 00:56:04",Chelsea
13,./mainpage/dataset/test_dir/0-0-patient22522_study6_view1_frontal.jpg,"""{\""0\"": 0.845, \""1\"": 0.705}""","""{\""0\"": 0.018456281628750005, \""1\"": 0.03}""",1,0,1,1,2,0,3,3,3,3,14,"12/04/2020, 00:56:41",Chelsea
14,./mainpage/dataset/test_dir/0-1-patient45030_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.765}""","""{\""0\"": 0.019379095710187505, \""1\"": 0.03}""",1,1,1,1,2,0,3,3,3,3,10,"12/04/2020, 00:57:08",Chelsea
15,./mainpage/dataset/test_dir/1-0-patient48424_study1_view1_frontal.jpg,"""{\""0\"": 0.77, \""1\"": 0.71}""","""{\""0\"": 0.017441186139168754, \""1\"": 0.03}""",0,0,0,1,3,1,2,3,2,3,31,"12/04/2020, 00:57:52",Chelsea
16,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.765}""","""{\""0\"": 0.017441186139168754, \""1\"": 0.027}""",1,1,1,1,2,0,3,3,3,3,7,"12/04/2020, 00:58:14",Chelsea
17,./mainpage/dataset/test_dir/1-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.027}""",1,1,1,0,3,0,3,3,3,3,26,"12/04/2020, 00:58:50",Chelsea
18,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.027}""",0,1,0,0,3,1,2,3,2,3,27,"12/04/2020, 00:59:28",Chelsea
19,./mainpage/dataset/test_dir/1-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.027}""",1,0,1,0,2,0,3,3,3,3,76,"12/04/2020, 01:02:51",Chelsea
20,./mainpage/dataset/test_dir/1-0-patient09052_study26_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.73}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.027}""",0,0,0,1,3,0,3,3,3,3,13,"12/04/2020, 01:03:35",Chelsea
21,./mainpage/dataset/test_dir/1-0-patient26177_study2_view1_frontal.jpg,"""{\""0\"": 0.79, \""1\"": 0.735}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.0243}""",0,0,0,1,4,1,3,4,2,3,28,"12/04/2020, 01:04:16",Chelsea
22,./mainpage/dataset/test_dir/1-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.78, \""1\"": 0.785}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.02187}""",1,1,1,1,2,0,3,3,3,3,50,"12/04/2020, 01:05:38",Chelsea
23,./mainpage/dataset/test_dir/1-0-patient28534_study1_view1_frontal.jpg,"""{\""0\"": 0.795, \""1\"": 0.755}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.019683000000000003}""",1,0,1,1,2,0,3,3,3,3,6,"12/04/2020, 01:05:57",Chelsea
24,./mainpage/dataset/test_dir/1-1-patient02579_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.745}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.020667150000000002}""",0,1,0,0,3,1,2,3,2,3,43,"12/04/2020, 01:06:49",Chelsea
25,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.82, \""1\"": 0.745}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.020667150000000002}""",0,0,0,1,4,0,3,3,3,3,5,"12/04/2020, 01:07:07",Chelsea
26,./mainpage/dataset/test_dir/1-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.77}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.018600435000000002}""",1,1,1,1,4,0,3,3,3,3,10,"12/04/2020, 01:07:30",Chelsea
27,./mainpage/dataset/test_dir/1-1-patient43059_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.8}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.016740391500000004}""",1,1,1,1,4,1,3,4,2,4,64,"12/04/2020, 01:08:47",Chelsea
28,./mainpage/dataset/test_dir/1-0-patient24556_study1_view1_frontal.jpg,"""{\""0\"": 0.845, \""1\"": 0.75}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.015066352350000003}""",1,0,1,0,4,0,3,3,3,3,62,"12/04/2020, 01:09:59",Chelsea
29,./mainpage/dataset/test_dir/1-0-patient50732_study1_view1_frontal.jpg,"""{\""0\"": 0.845, \""1\"": 0.75}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.015066352350000003}""",0,0,0,0,3,0,3,3,3,3,28,"12/04/2020, 01:10:52",Chelsea
30,./mainpage/dataset/test_dir/1-0-patient22632_study1_view1_frontal.jpg,"""{\""0\"": 0.845, \""1\"": 0.75}""","""{\""0\"": 0.01569706752525188, \""1\"": 0.015066352350000003}""",1,0,0,0,3,1,3,4,1,3,40,"12/04/2020, 01:11:42",Chelsea
