patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient36374_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",76.00000,0.80954,1,1,1,0,1,0,3,3,3,3,12,"05/12/2021, 19:10:27",Tom
2,./mainpage/dataset/test_dir/0-0-patient00667_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.10000,0.98119,0,0,0,0,1,0,3,3,3,3,7,"05/12/2021, 19:10:44",Tom
3,./mainpage/dataset/test_dir/0-1-patient01006_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",99.50000,0.96707,1,1,1,0,3,1,4,4,4,4,31,"05/12/2021, 19:11:26",Tom
4,./mainpage/dataset/test_dir/0-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.20000,0.88763,1,0,1,0,1,0,3,3,3,3,8,"05/12/2021, 19:11:41",Tom
5,./mainpage/dataset/test_dir/0-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",76.00000,0.71941,1,1,1,0,1,0,3,3,3,3,6,"05/12/2021, 19:11:58",Tom
6,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",86.00000,0.85657,1,1,0,0,1,1,3,3,3,3,33,"05/12/2021, 19:12:37",Tom
7,./mainpage/dataset/test_dir/0-1-patient25909_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.90000,0.89895,1,1,1,0,1,0,3,3,3,3,6,"05/12/2021, 19:12:54",Tom
8,./mainpage/dataset/test_dir/0-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.10000,0.85696,1,0,1,0,1,0,3,3,3,3,8,"05/12/2021, 19:13:14",Tom
9,./mainpage/dataset/test_dir/0-0-patient15893_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",94.10000,0.89740,0,0,0,0,1,1,2,4,3,4,40,"05/12/2021, 19:14:03",Tom
10,./mainpage/dataset/test_dir/0-0-patient51560_study4_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.50000,0.83963,0,0,0,0,1,0,3,3,3,3,6,"05/12/2021, 19:14:16",Tom
11,./mainpage/dataset/test_dir/0-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",74.30000,0.81403,1,1,1,0,1,0,3,3,3,3,6,"05/12/2021, 19:14:27",Tom
12,./mainpage/dataset/test_dir/0-0-patient15534_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",65.50000,0.71441,0,0,0,0,1,1,2,4,4,3,35,"05/12/2021, 19:15:09",Tom
12,./mainpage/dataset/test_dir/0-0-patient15534_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",65.50000,0.71441,0,0,0,0,1,1,2,4,4,3,37,"05/12/2021, 19:15:10",Tom
13,./mainpage/dataset/test_dir/1-0-patient27612_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.30000,0.86194,1,0,1,0,1,0,3,3,3,3,6,"05/12/2021, 19:15:22",Tom
14,./mainpage/dataset/test_dir/1-1-patient37803_study10_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",87.30000,0.90087,1,1,1,0,1,0,3,3,3,3,8,"05/12/2021, 19:15:39",Tom
15,./mainpage/dataset/test_dir/1-1-patient04730_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.00000,0.85485,1,1,1,0,3,1,2,2,3,2,35,"05/12/2021, 19:16:20",Tom
16,./mainpage/dataset/test_dir/1-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",83.10000,0.87075,1,1,1,0,3,0,3,3,3,3,13,"05/12/2021, 19:16:41",Tom
17,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",100.00000,0.95920,1,1,0,0,3,0,3,3,3,3,13,"05/12/2021, 19:17:01",Tom
18,./mainpage/dataset/test_dir/1-0-patient28621_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",81.80000,0.80046,1,0,1,0,3,1,3,3,3,3,17,"05/12/2021, 19:17:26",Tom
19,./mainpage/dataset/test_dir/0-1-patient14265_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",90.00000,0.79142,1,1,1,0,3,0,3,3,3,3,8,"05/12/2021, 19:17:42",Tom
20,./mainpage/dataset/test_dir/0-0-patient22403_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",60.80000,0.51806,1,0,0,0,3,0,3,3,3,3,9,"05/12/2021, 19:17:57",Tom
21,./mainpage/dataset/test_dir/1-0-patient22522_study6_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",89.00000,0.85958,1,0,1,0,3,1,2,4,4,4,33,"05/12/2021, 19:18:38",Tom
22,./mainpage/dataset/test_dir/1-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",85.40000,0.84671,1,1,1,0,1,0,3,3,3,3,7,"05/12/2021, 19:18:54",Tom
23,./mainpage/dataset/test_dir/1-1-patient31176_study3_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",91.40000,0.88823,1,1,1,0,5,0,3,3,3,3,9,"05/12/2021, 19:19:08",Tom
24,./mainpage/dataset/test_dir/1-1-patient07231_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",98.30000,0.95243,1,1,1,0,5,1,2,4,3,3,21,"05/12/2021, 19:19:36",Tom
25,./mainpage/dataset/test_dir/1-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",78.50000,0.82380,1,1,1,0,3,0,3,3,3,3,9,"05/12/2021, 19:19:52",Tom
26,./mainpage/dataset/test_dir/1-0-patient19503_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",64.10000,0.70447,0,0,0,0,3,0,3,3,3,3,12,"05/12/2021, 19:20:11",Tom
27,./mainpage/dataset/test_dir/1-0-patient39155_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",57.60000,0.67335,1,0,0,0,3,1,2,4,4,4,31,"05/12/2021, 19:20:49",Tom
28,./mainpage/dataset/test_dir/1-0-patient49349_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",80.00000,0.78184,1,0,1,0,3,0,3,3,3,3,12,"05/12/2021, 19:21:08",Tom
29,./mainpage/dataset/test_dir/1-0-patient58610_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",68.80000,0.63936,1,0,0,0,1,0,3,3,3,3,11,"05/12/2021, 19:21:24",Tom
30,./mainpage/dataset/test_dir/1-0-patient48424_study1_view1_frontal.jpg,"""{\""0\"": 0.84, \""1\"": 0.76}""","""{\""0\"": 0.05, \""1\"": 0.05}""",69.80000,0.69924,1,0,0,0,1,1,2,4,4,3,33,"05/12/2021, 19:22:03",Tom
