patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-1-patient48615_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",60.10000,0.57704,1,1,1,0,3,0,3,3,3,3,26,"05/12/2021, 18:09:07",Jane
2,./mainpage/dataset/test_dir/0-0-patient24363_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",59.50000,0.60605,1,0,0,0,1,0,3,3,3,3,16,"05/12/2021, 18:09:29",Jane
3,./mainpage/dataset/test_dir/0-0-patient36631_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",86.30000,0.86284,1,0,1,0,4,1,3,2,2,2,53,"05/12/2021, 18:10:30",Jane
4,./mainpage/dataset/test_dir/0-1-patient26914_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.60000,0.91728,1,1,1,0,3,0,3,3,3,3,15,"05/12/2021, 18:10:56",Jane
5,./mainpage/dataset/test_dir/0-0-patient25520_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",59.40000,0.55850,0,0,1,0,2,0,3,3,3,3,13,"05/12/2021, 18:11:14",Jane
6,./mainpage/dataset/test_dir/0-1-patient27473_study8_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",89.80000,0.90987,1,1,1,0,2,1,3,4,3,4,37,"05/12/2021, 18:12:02",Jane
7,./mainpage/dataset/test_dir/0-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.10000,0.89084,1,1,0,0,1,0,3,3,3,3,10,"05/12/2021, 18:13:25",Jane
8,./mainpage/dataset/test_dir/0-1-patient36076_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",96.10000,0.92726,1,1,1,0,3,0,3,3,3,3,8,"05/12/2021, 18:13:45",Jane
9,./mainpage/dataset/test_dir/0-1-patient50626_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",88.10000,0.89977,1,1,1,0,3,1,3,2,2,3,33,"05/12/2021, 18:14:23",Jane
10,./mainpage/dataset/test_dir/0-0-patient17248_study4_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.90000,0.89716,1,0,1,0,3,0,3,3,3,3,22,"05/12/2021, 18:14:51",Jane
11,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",63.40000,0.70628,1,0,0,0,2,0,3,3,3,3,18,"05/12/2021, 18:15:18",Jane
12,./mainpage/dataset/test_dir/0-1-patient20889_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",59.10000,0.59750,1,1,0,0,2,1,3,2,3,3,110,"05/12/2021, 18:17:17",Jane
13,./mainpage/dataset/test_dir/0-1-patient35617_study5_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",90.70000,0.90486,1,1,1,0,3,0,3,3,3,3,6,"05/12/2021, 18:20:56",Jane
14,./mainpage/dataset/test_dir/0-1-patient09651_study1_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.50000,0.95679,1,1,1,0,4,0,3,3,3,3,16,"05/12/2021, 18:21:17",Jane
15,./mainpage/dataset/test_dir/0-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",68.70000,0.66215,1,1,1,0,3,1,3,2,2,4,34,"05/12/2021, 18:22:01",Jane
16,./mainpage/dataset/test_dir/1-0-patient15372_study2_view1_frontal.jpg,"""{\""0\"": 0.785, \""1\"": 0.74}""","""{\""0\"": 0.03, \""1\"": 0.03}""",60.10000,0.59683,0,0,1,0,3,0,3,3,3,3,13,"05/12/2021, 18:22:20",Jane
