patient_num,patient_filename,accuracy,calibration,display_confidence,actual_confidence,model_prediction,ground_truth,user_prediction,user_update,question_relationship,full_questions,question_perceived_accuracy,question_calibration,question_personal_conf,question_model_conf,time_passed,time_stamp,user_name
1,./mainpage/dataset/test_dir/0-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.735}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.00000,0.77737,1,0,0,1,3,0,3,3,3,3,10,"05/23/2021, 21:03:41",Angela
1,./mainpage/dataset/test_dir/0-0-patient07410_study30_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.735}""","""{\""0\"": 0.03, \""1\"": 0.03}""",82.00000,0.77737,1,0,1,0,3,0,3,3,3,3,28,"05/23/2021, 21:03:46",Angela
2,./mainpage/dataset/test_dir/0-1-patient21830_study10_view1_frontal.jpg,"""{\""0\"": 0.775, \""1\"": 0.735}""","""{\""0\"": 0.03, \""1\"": 0.03}""",93.00000,0.94049,1,1,0,1,2,0,3,3,3,3,10,"05/23/2021, 21:04:25",Angela
4,./mainpage/dataset/test_dir/0-1-patient35617_study5_view1_frontal.jpg,"""{\""0\"": 0.85, \""1\"": 0.775}""","""{\""0\"": 0.03, \""1\"": 0.03}""",92.80000,0.93077,1,1,1,1,4,0,3,3,3,3,10,"05/23/2021, 21:08:43",Angela
5,./mainpage/dataset/test_dir/0-1-patient29059_study4_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",77.80000,0.81919,1,1,1,0,1,0,3,3,3,3,16,"05/23/2021, 21:09:25",Angela
6,./mainpage/dataset/test_dir/0-0-patient23102_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",97.00000,0.93769,0,0,1,0,3,1,3,4,4,4,36,"05/23/2021, 21:10:19",Angela
7,./mainpage/dataset/test_dir/0-1-patient56130_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",76.50000,0.73592,1,1,1,0,3,0,3,3,3,3,32,"05/23/2021, 21:11:04",Angela
8,./mainpage/dataset/test_dir/0-0-patient45194_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.72}""","""{\""0\"": 0.027, \""1\"": 0.03}""",53.50000,0.52894,0,0,1,1,3,0,3,3,3,3,113,"05/23/2021, 21:13:56",Angela
9,./mainpage/dataset/test_dir/0-1-patient35588_study1_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.74}""","""{\""0\"": 0.027, \""1\"": 0.03}""",81.80000,0.80493,0,1,0,0,3,1,3,3,3,3,17,"05/23/2021, 21:15:28",Angela
10,./mainpage/dataset/test_dir/0-0-patient08328_study7_view1_frontal.jpg,"""{\""0\"": 0.805, \""1\"": 0.74}""","""{\""0\"": 0.027, \""1\"": 0.03}""",83.20000,0.83227,0,0,0,1,3,0,3,3,3,3,10,"05/23/2021, 21:17:31",Angela
11,./mainpage/dataset/test_dir/0-1-patient52565_study1_view1_frontal.jpg,"""{\""0\"": 0.81, \""1\"": 0.75}""","""{\""0\"": 0.0243, \""1\"": 0.03}""",100.00000,0.99086,1,1,1,1,3,0,3,3,3,3,692,"05/23/2021, 21:29:47",Angela
12,./mainpage/dataset/test_dir/1-0-patient14605_study1_view1_frontal.jpg,"""{\""0\"": 0.76, \""1\"": 0.7}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",93.00000,0.93821,0,0,0,0,3,1,3,2,2,3,17,"05/23/2021, 21:30:25",Angela
13,./mainpage/dataset/test_dir/1-1-patient02778_study3_view1_frontal.jpg,"""{\""0\"": 0.76, \""1\"": 0.7}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",86.20000,0.85841,1,1,1,0,3,0,3,3,3,3,6,"05/23/2021, 21:30:42",Angela
14,./mainpage/dataset/test_dir/0-1-patient00314_study27_view1_frontal.jpg,"""{\""0\"": 0.76, \""1\"": 0.7}""","""{\""0\"": 0.02187, \""1\"": 0.03}""",95.70000,0.93653,1,1,1,0,3,0,3,3,3,3,5,"05/23/2021, 21:31:05",Angela
